sensor,x,y
803,303.6656188965,-103.9809417725
804,302.9296875000,-103.2745742798
805,302.1871948242,-102.5751037598
806,301.4377441406,-101.8830642700
807,300.6810302734,-101.1989974976
808,299.9166564941,-100.5234832764
809,299.1442565918,-99.8571319580
810,298.3635559082,-99.2005538940
811,297.5741577148,-98.5544052124
812,296.7758178711,-97.9193572998
813,295.9682006836,-97.2961120605
814,295.1511230469,-96.6853942871
815,294.3242492676,-96.0879364014
816,293.4873962402,-95.5045089722
817,292.6404113770,-94.9358749390
818,291.7831726074,-94.3828430176
819,290.9155883789,-93.8461837769
820,290.0375976562,-93.3267059326
