sensor,x,y
821,289.1492004395,-92.8251953125
822,288.2504577637,-92.3424377441
823,287.3414916992,-91.8792114258
824,286.4225158691,-91.4362335205
825,285.4936828613,-91.0142288208
826,284.5553588867,-90.6138534546
827,283.6078186035,-90.2357330322
828,282.6514587402,-89.8804244995
829,281.6867980957,-89.5484161377
830,280.7142639160,-89.2401275635
831,279.7344055176,-88.9559402466
832,278.7478637695,-88.6960830688
833,277.7551879883,-88.4605484009
834,276.7571716309,-88.2489089966
835,275.7544555664,-88.0607757568
836,274.7476501465,-87.8958206177
837,273.7373657227,-87.7537918091
838,272.7241516113,-87.6345062256
839,271.7084960938,-87.5378417969
840,270.6910095215,-87.4637374878
841,269.6720886230,-87.4122009277
842,268.6522521973,-87.3833084106
843,267.6320495605,-87.3771972656
844,266.6119689941,-87.3940582275
845,265.5924987793,-87.4341659546
846,264.5742492676,-87.4978408813
847,263.5577697754,-87.5854949951
848,262.5436706543,-87.6976013184
849,261.5326232910,-87.8344802856
850,260.5252075195,-87.9959411621
851,259.5220031738,-88.1816101074
852,258.5234680176,-88.3910522461
853,257.5300903320,-88.6237869263
854,256.5423278809,-88.8792572021
855,255.5605468750,-89.1568603516
856,254.5851135254,-89.4559783936
857,253.6163177490,-89.7759094238
858,252.6544036865,-90.1159667969
859,251.6995849609,-90.4754257202
860,250.7519989014,-90.8535537720
861,249.8117675781,-91.2495880127
862,248.8789367676,-91.6627883911
863,247.9535827637,-92.0924072266
864,247.0356750488,-92.5377044678
865,246.1251525879,-92.9979324341
866,245.2219848633,-93.4723739624
867,244.3260345459,-93.9603195190
868,243.4371948242,-94.4610824585
869,242.5553131104,-94.9739837646
870,241.6802062988,-95.4983596802
871,240.8117065430,-96.0335845947
872,239.9496002197,-96.5790405273
873,239.0936889648,-97.1341247559
874,238.2437133789,-97.6982727051
875,237.3994445801,-98.2709045410
876,236.5606384277,-98.8515090942
877,235.7270507812,-99.4395523071
878,234.8984069824,-100.0345230103
879,234.0744323730,-100.6359558105
880,233.2548828125,-101.2433776855
881,232.4394836426,-101.8563308716
882,231.6279296875,-102.4743652344
883,230.8199462891,-103.0970687866
884,230.0152893066,-103.7240295410
885,229.2136383057,-104.3548355103
886,228.4147491455,-104.9890975952
887,227.6182861328,-105.6264266968
888,226.8240051270,-106.2664413452
889,226.0316162109,-106.9087905884
890,225.2408294678,-107.5531005859
891,224.4513702393,-108.1990127563
892,223.6629333496,-108.8461685181
893,222.8752441406,-109.4942245483
894,222.0880126953,-110.1428298950
895,221.3009643555,-110.7916336060
896,220.5138092041,-111.4402923584
897,219.7262420654,-112.0884628296
898,218.9379882812,-112.7357788086
899,218.1487731934,-113.3819046021
900,217.3582763672,-114.0264663696
901,216.5662384033,-114.6691055298
902,215.7723693848,-115.3094558716
903,214.9763641357,-115.9471359253
904,214.1779174805,-116.5817718506
905,213.3767700195,-117.2129669189
906,212.5726013184,-117.8403015137
907,211.7651367188,-118.4633789062
908,210.9540863037,-119.0817642212
909,210.1391601562,-119.6950149536
910,209.3200683594,-120.3026733398
911,208.4965209961,-120.9042663574
912,207.6682281494,-121.4993057251
913,206.8348999023,-122.0872726440
914,205.9963073730,-122.6676483154
915,205.1521301270,-123.2398834229
916,204.3021240234,-123.8034439087
917,203.4463958740,-124.3582458496
918,202.5851440430,-124.9044570923
919,201.7186126709,-125.4422760010
920,200.8470458984,-125.9719009399
921,199.9707031250,-126.4935760498
922,199.0897827148,-127.0075225830
923,198.2045593262,-127.5140151978
924,197.3152465820,-128.0133209229
925,196.4220733643,-128.5057067871
926,195.5252990723,-128.9915008545
927,194.6251068115,-129.4709777832
928,193.7217559814,-129.9444580078
929,192.8154449463,-130.4122924805
930,191.9064025879,-130.8747711182
931,190.9948272705,-131.3323059082
932,190.0809478760,-131.7851715088
933,189.1649475098,-132.2337646484
934,188.2470092773,-132.6784362793
935,187.3273773193,-133.1195526123
936,186.4062194824,-133.5574951172
937,185.4837036133,-133.9926300049
938,184.5600585938,-134.4253234863
939,183.6354217529,-134.8559417725
940,182.7100219727,-135.2848663330
941,181.7839965820,-135.7124938965
942,180.8575286865,-136.1391906738
943,179.9308166504,-136.5653228760
944,179.0040283203,-136.9912872314
945,178.0773010254,-137.4174346924
946,177.1508483887,-137.8441314697
947,176.2248077393,-138.2717437744
948,175.2993621826,-138.7006683350
949,174.3746795654,-139.1312408447
950,173.4509429932,-139.5637969971
951,172.5282897949,-139.9987030029
952,171.6069183350,-140.4363098145
953,170.6869964600,-140.8769378662
954,169.7687072754,-141.3209381104
955,168.8522033691,-141.7686157227
956,167.9376678467,-142.2203063965
957,167.0252685547,-142.6762847900
958,166.1151885986,-143.1368865967
959,165.2076110840,-143.6023864746
960,164.3027191162,-144.0730590820
961,163.4006805420,-144.5491790771
962,162.5016784668,-145.0310211182
963,161.6059112549,-145.5188140869
964,160.7135620117,-146.0127868652
965,159.8247833252,-146.5131988525
966,158.9397735596,-147.0202331543
967,158.0587310791,-147.5341033936
968,157.1818084717,-148.0549926758
969,156.3092346191,-148.5830841064
970,155.4411468506,-149.1185455322
971,154.5777435303,-149.6614837646
972,153.7191925049,-150.2120971680
973,152.8656921387,-150.7704467773
974,152.0173950195,-151.3366699219
975,151.1744537354,-151.9108428955
976,150.3370513916,-152.4930725098
977,149.5053558350,-153.0833892822
978,148.6795043945,-153.6818847656
979,147.8596649170,-154.2885437012
980,147.0459747314,-154.9034271240
981,146.2382812500,-155.5261840820
982,145.4357147217,-156.1555633545
983,144.6372680664,-156.7902069092
984,143.8419799805,-157.4288177490
985,143.0488891602,-158.0701599121
986,142.2569885254,-158.7130279541
987,141.4653625488,-159.3562469482
988,140.6730194092,-159.9986114502
989,139.8789978027,-160.6389312744
990,139.0823211670,-161.2759704590
991,138.2819671631,-161.9084167480
992,137.4769134521,-162.5349273682
993,136.6661529541,-163.1540222168
994,135.8485565186,-163.7641296387
995,135.0230865479,-164.3635406494
996,134.1885528564,-164.9503479004
997,133.3438415527,-165.5223999023
998,132.4877777100,-166.0773925781
999,131.6191864014,-166.6126251221
1000,130.7369537354,-167.1251068115
1001,129.8400115967,-167.6114196777
1002,128.9274139404,-168.0677642822
1003,127.9984436035,-168.4898223877
1004,127.0526580811,-168.8727722168
1005,126.0900802612,-169.2113647461
1006,125.1113281250,-169.4999542236
1007,124.1177902222,-169.7326507568
1008,123.1118011475,-169.9036407471
1009,122.0966720581,-170.0074920654
1010,121.0767745972,-170.0397033691
1011,120.0572662354,-169.9971160889
1012,119.0437774658,-169.8788452148
1013,118.0412292480,-169.6891326904
1014,117.0533065796,-169.4341278076
1015,116.0826034546,-169.1199798584
1016,115.1308441162,-168.7525024414
1017,114.1990432739,-168.3370361328
1018,113.2877197266,-167.8784790039
1019,112.3970184326,-167.3810882568
1020,111.5268096924,-166.8487091064
1021,110.6768112183,-166.2846527100
1022,109.8466339111,-165.6918334961
1023,109.0358123779,-165.0728149414
1024,108.2438964844,-164.4298248291
1025,107.4703903198,-163.7648162842
1026,106.7148361206,-163.0794982910
1027,105.9767990112,-162.3753509521
1028,105.2558670044,-161.6537322998
1029,104.5516662598,-160.9157714844
1030,103.8638687134,-160.1625213623
1031,103.1921768188,-159.3948822021
1032,102.5363311768,-158.6136627197
1033,101.8961257935,-157.8195800781
1034,101.2713851929,-157.0132904053
1035,100.6619796753,-156.1953430176
1036,100.0678329468,-155.3662567139
1037,99.4888839722,-154.5265045166
1038,98.9251327515,-153.6764373779
1039,98.3766326904,-152.8164978027
1040,97.8434600830,-151.9469604492
1041,97.3257522583,-151.0681304932
1042,96.8236923218,-150.1802673340
1043,96.3375015259,-149.2836151123
1044,95.8674850464,-148.3783874512
1045,95.4139785767,-147.4647827148
1046,94.9774017334,-146.5429687500
1047,94.5582351685,-145.6131134033
1048,94.1570205688,-144.6753540039
1049,93.7744064331,-143.7298736572
1050,93.4111251831,-142.7768096924
1051,93.0680007935,-141.8162841797
1052,92.7459869385,-140.8484954834
1053,92.4461517334,-139.8735961914
1054,92.1697311401,-138.8917999268
1055,91.9181137085,-137.9033660889
1056,91.6928710938,-136.9085845947
1057,91.4958038330,-135.9078521729
1058,91.3289642334,-134.9016265869
1059,91.1946563721,-133.8905639648
1060,91.0955352783,-132.8754272461
1061,91.0345993042,-131.8572998047
1062,91.0152130127,-130.8375549316
1063,91.0411911011,-129.8179473877
1064,91.1167526245,-128.8008117676
1065,91.2465591431,-127.7891769409
1066,91.4355468750,-126.7869338989
1067,91.6888732910,-125.7989883423
1068,92.0115280151,-124.8314819336
1069,92.4079589844,-123.8918228149
1070,92.8813400269,-122.9884719849
1071,93.4301376343,-122.1288223267
1072,94.0478363037,-121.3172225952
1073,94.7265014648,-120.5558166504
1074,95.4577941895,-119.8447418213
1075,96.2336425781,-119.1825180054
1076,97.0466918945,-118.5665054321
1077,97.8905487061,-117.9933929443
1078,98.7597885132,-117.4595413208
1079,99.6498947144,-116.9612350464
1080,100.5571365356,-116.4948577881
1081,101.4784851074,-116.0569992065
1082,102.4114456177,-115.6444778442
1083,103.3539962769,-115.2543411255
1084,104.3044357300,-114.8839035034
1085,105.2614212036,-114.5306854248
1086,106.2237777710,-114.1924438477
1087,107.1905517578,-113.8670578003
1088,108.1609420776,-113.5526123047
1089,109.1342239380,-113.2472991943
1090,110.1098098755,-112.9494323730
1091,111.0871582031,-112.6574325562
1092,112.0657806396,-112.3697662354
1093,113.0452346802,-112.0849761963
1094,114.0251007080,-111.8016433716
1095,115.0049743652,-111.5183944702
1096,115.9844589233,-111.2338409424
1097,116.9631576538,-110.9466171265
1098,117.9406433105,-110.6553344727
1099,118.9164657593,-110.3585815430
1100,119.8901519775,-110.0549316406
1101,120.8611526489,-109.7428665161
1102,121.8288803101,-109.4208526611
1103,122.7927093506,-109.0873718262
1104,123.7523651123,-108.7420654297
1105,124.7077789307,-108.3851928711
1106,125.6589050293,-108.0170211792
1107,126.6056976318,-107.6378784180
1108,127.5481643677,-107.2480697632
1109,128.4862976074,-106.8479385376
1110,129.4201202393,-106.4378356934
1111,130.3496704102,-106.0181427002
1112,131.2750091553,-105.5892410278
1113,132.1962280273,-105.1515502930
1114,133.1134185791,-104.7054824829
1115,134.0267181396,-104.2514724731
1116,134.9362487793,-103.7899475098
1117,135.8421936035,-103.3214035034
1118,136.7447052002,-102.8462829590
1119,137.6439971924,-102.3650741577
1120,138.5402679443,-101.8782882690
1121,139.4337768555,-101.3864059448
1122,140.3247680664,-100.8899459839
1123,141.2134857178,-100.3894500732
1124,142.1002197266,-99.8854446411
1125,142.9852905273,-99.3784713745
1126,143.8689575195,-98.8691101074
1127,144.7516021729,-98.3579101562
1128,145.6335296631,-97.8454742432
1129,146.5150756836,-97.3323822021
1130,147.3966064453,-96.8192443848
1131,148.2784881592,-96.3066940308
1132,149.1610717773,-95.7953567505
1133,150.0447540283,-95.2858963013
1134,150.9298858643,-94.7789688110
1135,151.8168792725,-94.2752761841
1136,152.7060852051,-93.7755126953
1137,153.5979156494,-93.2803878784
1138,154.4926910400,-92.7906494141
1139,155.3908233643,-92.3070602417
1140,156.2926330566,-91.8303833008
1141,157.1985015869,-91.3614044189
1142,158.1087188721,-90.9009552002
1143,159.0235290527,-90.4497070312
1144,159.9429779053,-90.0079574585
1145,160.8670043945,-89.5759048462
1146,161.7955780029,-89.1536865234
1147,162.7286071777,-88.7414398193
1148,163.6660308838,-88.3392562866
1149,164.6077117920,-87.9472122192
1150,165.5535736084,-87.5653228760
1151,166.5034637451,-87.1935882568
1152,167.4572601318,-86.8319778442
1153,168.4147949219,-86.4804458618
1154,169.3759307861,-86.1388702393
1155,170.3405151367,-85.8071594238
1156,171.3083648682,-85.4851531982
1157,172.2793426514,-85.1726837158
1158,173.2532958984,-84.8695678711
1159,174.2300262451,-84.5756072998
1160,175.2093963623,-84.2905731201
1161,176.1912536621,-84.0142288208
1162,177.1754608154,-83.7463302612
1163,178.1618499756,-83.4866333008
1164,179.1502838135,-83.2348632812
1165,180.1406402588,-82.9907836914
1166,181.1328125000,-82.7541122437
1167,182.1266479492,-82.5245819092
1168,183.1220245361,-82.3019332886
1169,184.1188964844,-82.0859146118
1170,185.1170959473,-81.8762512207
1171,186.1165618896,-81.6726989746
1172,187.1172180176,-81.4750137329
1173,188.1189422607,-81.2829513550
1174,189.1217193604,-81.0962448120
1175,190.1253662109,-80.9145050049
1176,191.1298217773,-80.7371673584
1177,192.1349487305,-80.5637283325
1178,193.1406707764,-80.3937225342
1179,194.1468963623,-80.2267150879
1180,195.1535644531,-80.0623092651
1181,196.1605682373,-79.9001083374
1182,197.1678771973,-79.7397537231
1183,198.1754150391,-79.5809097290
1184,199.1831665039,-79.4232406616
1185,200.1910400391,-79.2664413452
1186,201.1990051270,-79.1101913452
1187,202.2069854736,-78.9541931152
1188,203.2149963379,-78.7981719971
1189,204.2229461670,-78.6418304443
1190,205.2308044434,-78.4848785400
1191,206.2385253906,-78.3270568848
1192,207.2460479736,-78.1680679321
1193,208.2533721924,-78.0076293945
1194,209.2604064941,-77.8454589844
1195,210.2671203613,-77.6812744141
1196,211.2734680176,-77.5147705078
1197,212.2793579102,-77.3456420898
1198,213.2847747803,-77.1735992432
1199,214.2896118164,-76.9982986450
1200,215.2938385010,-76.8194122314
1201,216.2973480225,-76.6366043091
1202,217.3000640869,-76.4494934082
1203,218.3019104004,-76.2577056885
1204,219.3027648926,-76.0608291626
1205,220.3025207520,-75.8584442139
1206,221.3010406494,-75.6500778198
1207,222.2982025146,-75.4352493286
1208,223.2938537598,-75.2134170532
1209,224.2877655029,-74.9840240479
1210,225.2797698975,-74.7464523315
1211,226.2696075439,-74.5000228882
1212,227.2570343018,-74.2440109253
1213,228.2416992188,-73.9776229858
1214,229.2232513428,-73.6999588013
1215,230.2012634277,-73.4100570679
1216,231.1752166748,-73.1068344116
1217,232.1445617676,-72.7890930176
1218,233.1085357666,-72.4554748535
1219,234.0663452148,-72.1044845581
1220,235.0169677734,-71.7344207764
1221,235.9591369629,-71.3433837891
1222,236.8913726807,-70.9291915894
1223,237.8118286133,-70.4893875122
1224,238.7181701660,-70.0212173462
1225,239.6075286865,-69.5215225220
1226,240.4762878418,-68.9868087769
1227,241.3198699951,-68.4132156372
1228,242.1325073242,-67.7965545654
1229,242.9069519043,-67.1325531006
1230,243.6340942383,-66.4171371460
1231,244.3030242920,-65.6470413208
1232,244.9010009766,-64.8207015991
1233,245.4143066406,-63.9393196106
1234,245.8297576904,-63.0078582764
1235,246.1369018555,-62.0353393555
1236,246.3302764893,-61.0339698792
1237,246.4103393555,-60.0172309875
1238,246.3831329346,-58.9976730347
1239,246.2585754395,-57.9853401184
1240,246.0520629883,-56.9864425659
1241,245.7807006836,-56.0031509399
1242,245.4579162598,-55.0355072021
1243,245.0940093994,-54.0825653076
1244,244.6969299316,-53.1429595947
1245,244.2729492188,-52.2151985168
1246,243.8269958496,-51.2977943420
1247,243.3631286621,-50.3893241882
1248,242.8846893311,-49.4884490967
1249,242.3945159912,-48.5939140320
1250,241.8950347900,-47.7045478821
1251,241.3884277344,-46.8192291260
1252,240.8766326904,-45.9369010925
1253,240.3615112305,-45.0565299988
1254,239.8447570801,-44.1771087646
1255,239.3281097412,-43.2976417542
1256,238.8132781982,-42.4171142578
1257,238.3018951416,-41.5345878601
1258,237.7942352295,-40.6499137878
1259,237.2898864746,-39.7633438110
1260,236.7884368896,-38.8751296997
1261,236.2894592285,-37.9855384827
1262,235.7924194336,-37.0948371887
1263,235.2968597412,-36.2033119202
1264,234.8022766113,-35.3112564087
1265,234.3081054688,-34.4189605713
1266,233.8137664795,-33.5267448425
1267,233.3187255859,-32.6349258423
1268,232.8223571777,-31.7438411713
1269,232.3240203857,-30.8538379669
1270,231.8231353760,-29.9652767181
1271,231.3190002441,-29.0785331726
1272,230.8110198975,-28.1939983368
1273,230.2984771729,-27.3120822906
1274,229.7807312012,-26.4332084656
1275,229.2570953369,-25.5578174591
1276,228.7269134521,-24.6863727570
1277,228.1895141602,-23.8193492889
1278,227.6442565918,-22.9572448730
1279,227.0904693604,-22.1005706787
1280,226.5275726318,-21.2498550415
1281,225.9549560547,-20.4056377411
1282,225.3720703125,-19.5684795380
1283,224.7783660889,-18.7389431000
1284,224.1733551025,-17.9175987244
1285,223.5566101074,-17.1050262451
1286,222.9277496338,-16.3017997742
1287,222.2863922119,-15.5084857941
1288,221.6322937012,-14.7256469727
1289,220.9651947021,-13.9538278580
1290,220.2849884033,-13.1935539246
1291,219.5915374756,-12.4453239441
1292,218.8848114014,-11.7096061707
1293,218.1648559570,-10.9868364334
1294,217.4318237305,-10.2773427963
1295,216.6864013672,-9.5808620453
1296,215.9295654297,-8.8968315125
1297,215.1621551514,-8.2246894836
1298,214.3849792480,-7.5638670921
1299,213.5988006592,-6.9138069153
1300,212.8042907715,-6.2739567757
1301,212.0021209717,-5.6437721252
1302,211.1928405762,-5.0227208138
1303,210.3770599365,-4.4102802277
1304,209.5552520752,-3.8059396744
1305,208.7279357910,-3.2092013359
1306,207.8955230713,-2.6195788383
1307,207.0584564209,-2.0365979671
1308,206.2171325684,-1.4597949982
1309,205.3719177246,-0.8887193203
1310,204.5231475830,-0.3229293823
1311,203.6711883545,0.2380059212
1312,202.8163299561,0.7945084572
1313,201.9588623047,1.3469915390
1314,201.0990905762,1.8958611488
1315,200.2372741699,2.4415152073
1316,199.3736877441,2.9843471050
1317,198.5085754395,3.5247430801
1318,197.6421966553,4.0630860329
1319,196.7747802734,4.5997548103
1320,195.9065704346,5.1351246834
1321,195.0377960205,5.6695704460
1322,194.1686706543,6.2034630775
1323,193.2994537354,6.7371759415
1324,192.4303436279,7.2710809708
1325,191.5615997314,7.8055515289
1326,190.6934204102,8.3409643173
1327,189.8260650635,8.8776969910
1328,188.9597778320,9.4161329269
1329,188.0947875977,9.9566593170
1330,187.2313537598,10.4996700287
1331,186.3697509766,11.0455627441
1332,185.5102233887,11.5947446823
1333,184.6530761719,12.1476325989
1334,183.7986145020,12.7046508789
1335,182.9471588135,13.2662324905
1336,182.0989990234,13.8328247070
1337,181.2545318604,14.4048843384
1338,180.4141082764,14.9828824997
1339,179.5781555176,15.5673027039
1340,178.7470550537,16.1586437225
1341,177.9213104248,16.7574176788
1342,177.1013793945,17.3641567230
1343,176.2878265381,17.9794006348
1344,175.4812011719,18.6037139893
1345,174.6821136475,19.2376689911
1346,173.8912506104,19.8818607330
1347,173.1093444824,20.5368900299
1348,172.3371734619,21.2033767700
1349,171.5755767822,21.8819484711
1350,170.8255157471,22.5732345581
1351,170.0879516602,23.2778739929
1352,169.3639984131,23.9964962006
1353,168.6548156738,24.7297229767
1354,167.9617004395,25.4781551361
1355,167.2859954834,26.2423610687
1356,166.6291809082,27.0228710175
1357,165.9927978516,27.8201522827
1358,165.3785247803,28.6345901489
1359,164.7880554199,29.4664878845
1360,164.2232513428,30.3160228729
1361,163.6859588623,31.1832351685
1362,163.1780853271,32.0680122375
1363,162.7015075684,32.9700508118
1364,162.2581024170,33.8888702393
1365,161.8496704102,34.8237609863
1366,161.4778442383,35.7738265991
1367,161.1441040039,36.7379417419
1368,160.8497314453,37.7148056030
1369,160.5957183838,38.7029457092
1370,160.3827819824,39.7007522583
1371,160.2113342285,40.7065238953
1372,160.0814514160,41.7185058594
1373,159.9928588867,42.7349395752
1374,159.9450683594,43.7541122437
1375,159.9359130859,44.7743225098
1376,159.9505157471,45.7943305969
1377,159.9682159424,46.8141136169
1378,159.9697418213,47.8338508606
1379,159.9369659424,48.8528442383
1380,159.8561401367,49.8690605164
1381,159.7270202637,50.8803100586
1382,159.5524902344,51.8847541809
1383,159.3355560303,52.8809280396
1384,159.0791168213,53.8677101135
1385,158.7860565186,54.8442687988
1386,158.4590606689,55.8100204468
1387,158.1006927490,56.7646141052
1388,157.7133331299,57.7078361511
1389,157.2991638184,58.6396331787
1390,156.8602447510,59.5600395203
1391,156.3983917236,60.4691886902
1392,155.9153137207,61.3672599792
1393,155.4125671387,62.2544822693
1394,154.8915557861,63.1311264038
1395,154.3535614014,63.9974670410
1396,153.7997436523,64.8537979126
1397,153.2311859131,65.7004241943
1398,152.6488494873,66.5376586914
1399,152.0536346436,67.3657913208
1400,151.4463500977,68.1851272583
1401,150.8277282715,68.9959487915
1402,150.1984710693,69.7985534668
1403,149.5591888428,70.5932159424
1404,148.9104614258,71.3801956177
1405,148.2528228760,72.1597442627
1406,147.5867767334,72.9321289062
1407,146.9127349854,73.6975631714
1408,146.2311553955,74.4562911987
1409,145.5424041748,75.2085266113
1410,144.8468322754,75.9544754028
1411,144.1447906494,76.6943359375
1412,143.4365844727,77.4282989502
1413,142.7224884033,78.1565628052
1414,142.0028076172,78.8792800903
1415,141.2777557373,79.5966415405
1416,140.5475769043,80.3087844849
1417,139.8125152588,81.0158843994
1418,139.0727539062,81.7180786133
1419,138.3284912109,82.4155044556
1420,137.5799255371,83.1082916260
1421,136.8271942139,83.7965850830
1422,136.0704956055,84.4804992676
1423,135.3099670410,85.1601638794
1424,134.5457458496,85.8356857300
1425,133.7779846191,86.5071640015
1426,133.0067901611,87.1747283936
1427,132.2323150635,87.8384628296
1428,131.4546508789,88.4984664917
1429,130.6739196777,89.1548385620
1430,129.8902130127,89.8076705933
1431,129.1036529541,90.4570465088
1432,128.3143005371,91.1030502319
1433,127.5222778320,91.7457656860
1434,126.7276611328,92.3852691650
1435,125.9305267334,93.0216369629
1436,125.1309509277,93.6549453735
1437,124.3290100098,94.2852554321
1438,123.5247879028,94.9126434326
1439,122.7183303833,95.5371780396
1440,121.9097290039,96.1589126587
1441,121.0990219116,96.7779235840
1442,120.2862930298,97.3942642212
1443,119.4715805054,98.0079879761
1444,118.6549606323,98.6191635132
1445,117.8364639282,99.2278289795
1446,117.0161514282,99.8340606689
1447,116.1940917969,100.4378967285
1448,115.3703002930,101.0393829346
1449,114.5448455811,101.6385879517
1450,113.7177658081,102.2355499268
1451,112.8891067505,102.8303146362
1452,112.0589141846,103.4229354858
1453,111.2272262573,104.0134429932
1454,110.3940734863,104.6019058228
1455,109.5595092773,105.1883544922
1456,108.7235565186,105.7728347778
1457,107.8862686157,106.3553924561
1458,107.0476684570,106.9360580444
1459,106.2078018188,107.5148925781
1460,105.3666992188,108.0919342041
1461,104.5243911743,108.6672058105
1462,103.6809158325,109.2407760620
1463,102.8363113403,109.8126678467
1464,101.9906005859,110.3829269409
1465,101.1438217163,110.9516067505
1466,100.2960128784,111.5187377930
1467,99.4471893311,112.0843658447
1468,98.5974044800,112.6485366821
1469,97.7466812134,113.2112884521
1470,96.8950576782,113.7726821899
1471,96.0425567627,114.3327407837
1472,95.1892318726,114.8915405273
1473,94.3350906372,115.4491043091
1474,93.4802017212,116.0055007935
1475,92.6245803833,116.5607757568
1476,91.7682647705,117.1149902344
1477,90.9113159180,117.6682052612
1478,90.0537567139,118.2204895020
1479,89.1956481934,118.7719116211
1480,88.3370285034,119.3225326538
1481,87.4779663086,119.8724594116
1482,86.6184997559,120.4217681885
1483,85.7587127686,120.9705581665
1484,84.8986740112,121.5189514160
1485,84.0384521484,122.0670700073
1486,83.1781616211,122.6150665283
1487,82.3179016113,123.1631088257
1488,81.4578018188,123.7113952637
1489,80.5980148315,124.2601623535
1490,79.7387237549,124.8097000122
1491,78.8801574707,125.3603820801
1492,78.0226211548,125.9126358032
1493,77.1664886475,126.4670639038
1494,76.3122863770,127.0244293213
1495,75.4607467651,127.5858154297
1496,74.6129455566,128.1528015137
1497,73.7706451416,128.7278747559
1498,72.9369735718,129.3152313232
1499,72.1186599731,129.9234771729
1500,71.3364486694,130.5761413574
1501,70.9788055420,131.3521423340
1502,71.9824295044,131.2850189209
1503,72.9719314575,131.0410308838
1504,73.9500579834,130.7529754639
1505,74.9215011597,130.4426422119
1506,75.8884887695,130.1184844971
1507,76.8522491455,129.7847290039
1508,77.8135604858,129.4439392090
1509,78.7730865479,129.0980529785
1510,79.7323989868,128.7514038086
1511,80.6932525635,128.4089202881
1512,81.6574859619,128.0758514404
1513,82.6275253296,127.7598037720
1514,83.6075439453,127.4755554199
1515,84.6065444946,127.2661361694
1516,85.6129989624,127.3492889404
1517,85.5812377930,128.2835845947
1518,84.9783248901,129.1071777344
1519,84.2858963013,129.8569641113
1520,83.5541763306,130.5681457520
1521,82.7990493774,131.2542724609
1522,82.0278625488,131.9221954346
1523,81.2446594238,132.5759124756
1524,80.4519271851,133.2180175781
1525,79.6513442993,133.8502655029
1526,78.8440704346,134.4739074707
1527,78.0309448242,135.0899047852
1528,77.2126083374,135.6989288330
1529,76.3895339966,136.3015594482
1530,75.5621032715,136.8981475830
1531,74.7305984497,137.4890441895
1532,73.8952407837,138.0744934082
1533,73.0562133789,138.6546478271
1534,72.2136459351,139.2296447754
1535,71.3676223755,139.7995758057
1536,70.5182189941,140.3644409180
1537,69.6654663086,140.9242248535
1538,68.8093719482,141.4788970947
1539,67.9499206543,142.0283813477
1540,67.0870895386,142.5724945068
1541,66.2207870483,143.1111145020
1542,65.3509368896,143.6439666748
1543,64.4774093628,144.1708068848
1544,63.6000480652,144.6912231445
1545,62.7186698914,145.2048339844
1546,61.8330268860,145.7110748291
1547,60.9428367615,146.2093048096
1548,60.0477447510,146.6986694336
1549,59.1473121643,147.1781921387
1550,58.2409934998,147.6465454102
1551,57.3281097412,148.1020202637
1552,56.4078025818,148.5423889160
1553,55.4789390564,148.9645080566
1554,54.5400238037,149.3639831543
1555,53.5894050598,149.7349090576
1556,52.6258544922,150.0710144043
1557,51.6490516663,150.3665924072
1558,50.6598663330,150.6176910400
1559,49.6602516174,150.8233337402
1560,48.6526908875,150.9854888916
1561,47.6388931274,151.1028594971
1562,46.6203651428,151.1685028076
1563,45.5996627808,151.1739959717
1564,44.5809020996,151.1094207764
1565,43.5705070496,150.9634704590
1566,42.5780487061,150.7239532471
1567,41.6169738770,150.3792877197
1568,40.7014656067,149.9273071289
1569,39.8407058716,149.3782653809
1570,39.0411071777,148.7434997559
1571,38.3072662354,148.0337982178
1572,37.6425933838,147.2589721680
1573,37.0498542786,146.4278564453
1574,36.5315704346,145.5484161377
1575,36.0902976990,144.6279144287
1576,35.7287673950,143.6733093262
1577,35.4498634338,142.6913909912
1578,35.2468452454,141.6911621094
1579,35.0932044983,140.6824188232
1580,34.9602508545,139.6710357666
1581,34.8175697327,138.6614074707
1582,34.6290512085,137.6600036621
1583,34.3475608826,136.6818237305
1584,33.9130058289,135.7635650635
1585,33.2844352722,134.9664306641
1586,32.5065994263,134.3117523193
1587,31.6399898529,133.7775573730
1588,30.7246341705,133.3300628662
1589,29.7834072113,132.9385375977
1590,28.8294944763,132.5780639648
1591,27.8713951111,132.2282104492
1592,26.9157752991,131.8710937500
1593,25.9692897797,131.4900512695
1594,25.0400142670,131.0684814453
1595,24.1389179230,130.5894317627
1596,23.2813034058,130.0361938477
1597,22.4827117920,129.4007110596
1598,21.7500019073,128.6903076172
1599,21.0874195099,127.9141082764
1600,20.4981689453,127.0808792114
1601,19.9848613739,126.1988525391
1602,19.5499572754,125.2756576538
1603,19.1961174011,124.3184661865
1604,18.9265098572,123.3342285156
1605,18.7450046539,122.3300018311
1606,18.6563110352,121.3133697510
1607,18.6659049988,120.2929229736
1608,18.7761974335,119.2783966064
1609,18.9820156097,118.2788925171
1610,19.2753543854,117.3014907837
1611,19.6470718384,116.3511505127
1612,20.0878982544,115.4308547974
1613,20.5890884399,114.5420074463
1614,21.1427783966,113.6849060059
1615,21.7421188354,112.8591156006
1616,22.3812484741,112.0637588501
1617,23.0552215576,111.2977218628
1618,23.7598915100,110.5598449707
1619,24.4917964935,109.8490066528
1620,25.2480525970,109.1641540527
1621,26.0262813568,108.5043792725
1622,26.8245182037,107.8689804077
1623,27.6409664154,107.2571716309
1624,28.4738063812,106.6679000854
