location_id,x,y
1,2.7129082602208285,67.46755179074673
2,13.718826380267178,-54.61027999841195
3,10.534693262310029,-158.97403778601412
4,64.76080158810358,-395.87488160601856
5,345.82184271479224,-150.60885971301784
6,149.59048886165147,46.214017864529566
