sensor,t11,t12,t21,t22,t31,t32,t41,t42,t51,t52,t61,t62
1454,0.2212,0.18832,0.22656,0.1968,0.26352,0.2716,0.23,0.77904,0.28952,0.31848,0.1344,0.25848
1455,0.2212,0.1884,0.22736,0.19816,0.26152,0.26616,0.22304,0.09312,0.2896,0.3188,0.136,0.25864
1456,0.2092,0.18048,0.22744,0.19792,0.26136,0.2724,0.22312,0.7788,0.30288,0.35264,0.13472,0.25872
1457,0.2096,0.18008,0.22856,0.19904,0.25976,0.26184,0.116,0.35272,0.05984,0.35816,0.13704,0.26184
1458,0.22128,0.1844,0.22848,0.19664,0.2684,0.26336,0.65352,0.31184,0.17408,0.35816,0.13712,0.25856
1459,0.22128,0.18272,0.22832,0.19864,0.25328,0.26344,0.61576,0.31192,0.15936,0.10904,0.13712,0.25872
1460,0.22128,0.1828,0.22832,0.19808,0.2544,0.2632,0.65072,0.312,0.29664,0.32512,0.1372,0.25872
1461,0.21168,0.1816,0.22984,0.19864,0.25464,0.266,0.22936,0.50544,0.02032,0.32496,0.14104,0.25856
1462,0.21032,0.18168,0.22984,0.19888,0.25488,0.26384,0.15472,0.16336,0.11248,0.32496,0.14008,0.26248
1463,0.21032,0.18168,0.22992,0.19896,0.25488,0.26368,0.1848,0.1636,0.05352,0.32488,0.14112,0.26216
1464,0.21032,0.18168,0.22992,0.19896,0.25512,0.26392,0.22624,0.48792,0.2972,0.35656,0.14096,0.26336
1465,0.21904,0.19056,0.23,0.19888,0.25432,0.26328,0.2288,0.5844,0.39152,0.32536,0.14304,0.26408
1466,0.2188,0.19032,0.23296,0.09936,0.25488,0.06208,0.49552,0.14304,0.29768,0.32328,0.14112,0.2636
1467,0.2188,0.18304,0.12176,0.09944,0.25488,0.26592,0.22704,0.14296,0.2976,0.3232,0.14104,0.26352
1468,0.21072,0.18192,0.23496,0.20056,0.2552,0.264,0.57416,0.14312,0.29872,0.32568,0.14088,0.2632
1469,0.2108,0.182,0.23504,0.1996,0.25872,0.26648,0.2288,0.47992,0.12056,0.3536,0.1432,0.26416
1470,0.21944,0.19544,0.2356,0.21656,0.25608,0.2656,0.22888,0.1372,0.0508,0.35368,0.14312,0.2812
1471,0.21944,0.19192,0.23456,0.21672,0.25576,0.26504,0.22768,0.26664,0.11272,0.11656,0.14688,0.276
1472,0.22088,0.19192,0.12184,0.2148,0.25568,0.26496,0.22768,0.2668,0.11264,0.012,0.14696,0.27616
1473,0.22088,0.18264,0.25024,0.21368,0.25576,0.26488,0.22792,0.20768,0.30368,0.33248,0.15432,0.27024
1474,0.22072,0.18968,0.2504,0.21376,0.25744,0.2652,0.2308,0.1372,0.15768,0.03008,0.15424,0.26976
1475,0.21224,0.19104,0.23192,0.21368,0.25736,0.26616,0.23088,0.14512,0.30192,0.12128,0.15384,0.27128
1476,0.21224,0.18336,0.23408,0.2128,0.2576,0.26632,0.23088,0.14232,0.3048,0.12712,0.14944,0.27016
1477,0.21232,0.18352,0.23184,0.20456,0.25776,0.26656,0.22776,0.77072,0.30424,0.33464,0.15088,0.27176
1478,0.21216,0.18344,0.23192,0.20448,0.25768,0.26656,0.26128,0.4832,0.3044,0.33472,0.15112,0.27192
1479,0.218,0.18352,0.12544,0.20336,0.25768,0.26648,0.18864,0.48592,0.30624,0.3348,0.15136,0.27368
1480,0.21984,0.18272,0.12528,0.20688,0.25768,0.26736,0.23096,0.61232,0.30616,0.3396,0.15184,0.27256
1481,0.21184,0.18928,0.23712,0.20784,0.28144,0.26744,0.23104,0.66376,0.30632,0.33432,0.15184,0.27248
1482,0.21176,0.18936,0.2528,0.20632,0.25856,0.26848,0.04784,0.16368,0.30696,0.3344,0.1512,0.2724
1483,0.21168,0.18136,0.2376,0.20624,0.25624,0.26504,0.23152,0.59688,0.30696,0.3368,0.15264,0.27376
1484,0.21024,0.18144,0.23096,0.206,0.25624,0.26504,0.0492,0.71,0.30696,0.33528,0.1524,0.27344
1485,0.21024,0.18136,0.23576,0.20592,0.25632,0.26632,0.30448,0.77816,0.30704,0.33544,0.1524,0.27352
1486,0.21016,0.18128,0.23576,0.2024,0.25632,0.26624,0.6972,0.16392,0.30712,0.33552,0.1524,0.27352
1487,0.21512,0.18136,0.23744,0.2136,0.2564,0.2664,0.23296,0.15456,0.3072,0.33552,0.1524,0.2736
1488,0.20832,0.18128,0.2376,0.20448,0.25664,0.2664,0.65208,0.15464,0.3072,0.33568,0.15256,0.27368
1489,0.2084,0.17832,0.23984,0.20216,0.25624,0.26608,0.23104,0.1328,0.30688,0.3356,0.15288,0.27416
1490,0.2084,0.1784,0.25488,0.20576,0.25704,0.26232,0.568,0.16024,0.30632,0.33456,0.15288,0.27432
1491,0.2072,0.182,0.12496,0.2056,0.06288,0.26272,0.56424,0.31208,0.30648,0.04792,0.15304,0.27352
1492,0.2076,0.17872,0.2376,0.20728,0.25496,0.26488,0.2332,0.35752,0.3064,0.04784,0.15376,0.27272
1493,0.208,0.17552,0.25784,0.21144,0.25488,0.2656,0.39936,0.4652,0.33104,0.33368,0.1604,0.27264
1494,0.20816,0.17528,0.2428,0.20048,0.25272,0.26496,0.2252,0.5792,0.29264,0.3324,0.1604,0.27288
1495,0.20856,0.1752,0.30344,0.20368,0.24856,0.25968,0.44208,0.35712,0.30192,0.3324,0.16024,0.27304
1496,0.2024,0.18608,0.11352,0.2244,0.25064,0.25944,0.22288,0.35728,0.30192,0.32744,0.17216,0.28048
1497,0.21528,0.17544,0.23784,0.22416,0.24872,0.26584,0.54624,0.35728,0.04896,0.32712,0.17856,0.2856
1498,0.20216,0.1752,0.23784,0.19976,0.25032,0.25664,0.2672,0.63408,0.25064,0.00456,0.1492,0.28584
1499,0.20384,0.1752,0.22856,0.20136,0.25952,0.25656,0.5452,0.15744,0.1128,0.33312,0.14896,0.27024
1500,0.20192,0.1864,0.22664,0.2016,0.24816,0.25976,0.56296,0.15736,0.30264,0.33432,0.14888,0.27
1501,0.20184,0.16824,0.22776,0.2244,0.24808,0.25768,0.23368,0.31024,0.30272,0.33432,0.14888,0.26984
1502,0.19912,0.17056,0.22776,0.20448,0.24752,0.25704,0.23376,0.604,0.30288,0.3316,0.14904,0.26976
1503,0.1992,0.16952,0.29392,0.20776,0.25608,0.2568,0.23232,0.45888,0.30312,0.3316,0.14912,0.26976
1504,0.1976,0.16968,0.12664,0.20776,0.24592,0.25632,0.22488,0.15448,0.30328,0.33408,0.14912,0.26976
1505,0.202,0.168,0.12664,0.21352,0.2508,0.25824,0.22216,0.15328,0.30336,0.33448,0.15056,0.26992
1506,0.19904,0.168,0.22768,0.21336,0.24832,0.25408,0.22224,0.1532,0.30344,0.33104,0.1504,0.27248
1507,0.19904,0.17232,0.22432,0.2132,0.12648,0.25216,0.22232,0.58152,0.3036,0.33088,0.15032,0.27792
1508,0.19768,0.16992,0.22704,0.20768,0.24352,0.25216,0.22912,0.4952,0.30008,0.33104,0.14856,0.26776
1509,0.20536,0.17688,0.22696,0.14312,0.06168,0.2488,0.524,0.30288,0.28352,0.3172,0.14816,0.26952
1510,0.19584,0.17704,0.15416,0.19016,0.24608,0.24864,0.57504,0.55608,0.2836,0.33904,0.14816,0.26792
1511,0.19592,0.1772,0.25512,0.2164,0.13608,0.27776,0.24592,0.58384,0.0736,0.37408,0.1456,0.26504
1512,0.18776,0.1708,0.2328,0.19304,0.24304,0.2492,0.55472,0.51968,0.30664,0.32104,0.1668,0.26504
1513,0.1932,0.17168,0.26288,0.1928,0.24304,0.24904,0.05432,0.18416,0.29944,0.3256,0.14632,0.27168
1514,0.20632,0.17168,0.12712,0.184,0.24632,0.24896,0.30328,0.17704,0.2976,0.3256,0.14824,0.26928
1515,0.18896,0.16912,0.12688,0.18216,0.24656,0.24552,0.45904,0.05864,0.29792,0.35336,0.14192,0.268
1516,0.1996,0.1752,0.11016,0.18872,0.22848,0.06752,0.51696,0.05872,0.29792,0.35336,0.14176,0.26824
1517,0.18952,0.16312,0.236,0.1888,0.23696,0.24736,0.30824,0.26584,0.2984,0.32576,0.15344,0.268
1518,0.19736,0.1604,0.21624,0.17856,0.23704,0.24912,0.07264,0.46272,0.11456,0.32576,0.1436,0.26712
1519,0.18952,0.16552,0.21632,0.17864,0.23696,0.06344,0.21376,0.43176,0.29632,0.32576,0.14352,0.27544
1520,0.1896,0.1584,0.22208,0.18496,0.23832,0.06352,0.54432,0.10728,0.17232,0.35176,0.144,0.27192
1521,0.19168,0.1584,0.22232,0.18328,0.23688,0.24768,0.54384,0.45672,0.03656,0.23632,0.14912,0.27352
1522,0.18464,0.15664,0.2088,0.18336,0.23744,0.24592,0.20824,0.45648,0.01464,0.01072,0.14904,0.26712
1523,0.18832,0.15752,0.21704,0.18344,0.24832,0.24144,0.20816,0.60024,0.01464,0.01056,0.14952,0.26032
1524,0.18736,0.15832,0.21664,0.18472,0.23552,0.2464,0.22064,0.15216,0.29632,0.32376,0.14784,0.26112
1525,0.18456,0.15544,0.21656,0.1824,0.24144,0.24632,0.23512,0.15232,0.00504,0.00528,0.14328,0.26624
1526,0.1844,0.15544,0.22224,0.19352,0.23992,0.24616,0.06632,0.06272,0.30632,0.0444,0.14464,0.27
1527,0.1844,0.15544,0.22224,0.19376,0.25168,0.2432,0.5428,0.21792,0.39584,0.208,0.14968,0.26008
1528,0.18432,0.15544,0.20952,0.19128,0.25176,0.24344,0.66696,0.35216,0.30968,0.20792,0.14984,0.2592
1529,0.18824,0.15776,0.20344,0.1824,0.24112,0.23752,0.30896,0.76344,0.10504,0.208,0.14296,0.25888
1530,0.18392,0.15536,0.20488,0.17648,0.24632,0.23784,0.3064,0.52024,0.1652,0.0476,0.14504,0.25872
1531,0.18408,0.1552,0.20488,0.19376,0.22936,0.25032,0.16,0.09096,0.07104,0.20792,0.14504,0.26032
1532,0.18416,0.15528,0.20528,0.18904,0.23992,0.2552,0.22408,0.4544,0.0712,0.20792,0.14352,0.2568
1533,0.18424,0.15344,0.20544,0.1888,0.23984,0.23744,0.52216,0.45432,0.07104,0.14688,0.13944,0.26984
1534,0.18256,0.1536,0.20536,0.0984,0.2396,0.23776,0.436,0.45432,0.08472,0.00024,0.1388,0.25648
1535,0.18272,0.15376,0.20544,0.18648,0.23216,0.24512,0.22632,0.15368,0.21176,0.37816,0.13232,0.26984
1536,0.18056,0.1532,0.21352,0.19448,0.23824,0.24448,0.22632,0.22704,0.24632,0.37824,0.13544,0.26072
1537,0.18304,0.1528,0.22624,0.18792,0.24176,0.25136,0.22424,0.16064,0.09736,0.38536,0.13328,0.2512
1538,0.18256,0.1512,0.2008,0.188,0.23136,0.25136,0.22816,0.15784,0.16792,0.36752,0.14552,0.25616
1539,0.18032,0.15024,0.20064,0.16864,0.23208,0.24256,0.22808,0.79128,0.16768,0.25184,0.13064,0.25216
1540,0.17608,0.14952,0.20512,0.1688,0.232,0.23904,0.13664,0.21208,0.29784,0.3784,0.13048,0.25304
1541,0.17992,0.146,0.20488,0.17816,0.22808,0.23824,0.22952,0.12728,0.25416,0.066,0.13048,0.25304
1542,0.17576,0.15072,0.22104,0.17144,0.22472,0.2388,0.672,0.19328,0.05112,0.00568,0.13592,0.25144
1543,0.17584,0.15032,0.20832,0.17488,0.2324,0.23888,0.26456,0.20888,0.08848,0.2044,0.13672,0.25168
1544,0.17592,0.15,0.20184,0.16632,0.22544,0.23096,0.2644,0.15152,0.11208,0.22504,0.13056,0.252
1545,0.17272,0.14632,0.20328,0.17224,0.22304,0.23056,0.29512,0.15208,0.03256,0.10608,0.13056,0.25224
1546,0.17512,0.14624,0.19976,0.16376,0.22792,0.2372,0.29496,0.76432,0.0716,0.20904,0.13072,0.25152
1547,0.1752,0.14736,0.20168,0.16824,0.22168,0.23296,0.26904,0.50456,0.09872,0.01088,0.13872,0.25176
1548,0.17648,0.14696,0.1956,0.16648,0.22184,0.24448,0.44288,0.6236,0.4,0.02784,0.1356,0.25176
1549,0.1764,0.14672,0.1996,0.16632,0.22296,0.23704,0.24392,0.58064,0.05152,0.15816,0.12824,0.24856
1550,0.17488,0.14672,0.19952,0.16392,0.23072,0.2372,0.66872,0.5752,0.13464,0.15816,0.13512,0.24896
1551,0.1748,0.14512,0.19952,0.16736,0.22024,0.2372,0.66872,0.1516,0.26792,0.0716,0.1348,0.24944
1552,0.17296,0.1452,0.122,0.168,0.22024,0.23128,0.22912,0.7836,0.26792,0.3236,0.13464,0.2496
1553,0.17304,0.14544,0.11912,0.16832,0.05528,0.24576,0.53392,0.29176,0.136,0.10456,0.12624,0.24832
1554,0.1732,0.1492,0.12064,0.17168,0.2184,0.2316,0.31296,0.4708,0.136,0.25504,0.14888,0.16928
1555,0.17336,0.14488,0.18928,0.18104,0.21832,0.22992,0.22816,0.48896,0.13592,0.39864,0.14888,0.24576
1556,0.1736,0.14496,0.18928,0.1824,0.21832,0.23104,0.15448,0.51232,0.3408,0.34976,0.12608,0.24936
1557,0.18224,0.14488,0.19592,0.16808,0.22632,0.23096,0.53384,0.16304,0.14464,0.09336,0.14232,0.24208
1558,0.17624,0.14496,0.19016,0.16744,0.22216,0.2336,0.66048,0.16296,0.26648,0.06896,0.11992,0.24104
1559,0.17088,0.14368,0.1968,0.18112,0.21808,0.22936,0.23312,0.62752,0.1528,8.0e-5,0.11992,0.2372
1560,0.17104,0.14176,0.18728,0.1812,0.21912,0.2288,0.17056,0.6672,0.11392,0.30632,0.11984,0.2424
1561,0.1716,0.14496,0.1896,0.1636,0.2256,0.2264,0.17056,0.17168,0.06496,0.0956,0.11968,0.2424
1562,0.1716,0.14512,0.18824,0.16536,0.21456,0.22608,0.44184,0.60592,0.04624,0.0956,0.12072,0.24208
1563,0.17624,0.14528,0.18664,0.15912,0.22048,0.2256,0.2632,0.74704,0.04616,0.33488,0.12056,0.2404
1564,0.176,0.14536,0.19384,0.15872,0.22048,0.2256,0.26296,0.1532,0.10768,0.33472,0.12032,0.24008
1565,0.17552,0.14328,0.18936,0.15888,0.2188,0.22424,0.4408,0.17176,0.25312,0.02816,0.12192,0.24
1566,0.1752,0.14328,0.1892,0.15888,0.21864,0.23032,0.52368,0.17176,0.01416,0.02816,0.12016,0.24024
1567,0.17272,0.14368,0.19384,0.15752,0.22176,0.23048,0.52392,0.17184,0.33856,0.18944,0.12,0.23864
1568,0.1744,0.15024,0.20008,0.15768,0.22176,0.2196,0.54064,0.13456,0.33848,0.29752,0.11248,0.24016
1569,0.17512,0.14632,0.20624,0.16272,0.21872,0.22,0.69168,0.14208,0.3384,0.29736,0.1184,0.23928
1570,0.17512,0.14632,0.1884,0.15784,0.21856,0.22,0.54624,0.75344,0.11704,0.19616,0.11576,0.23656
1571,0.17512,0.14624,0.1848,0.15616,0.21968,0.22,0.47864,0.6352,0.11672,0.088,0.11536,0.24808
1572,0.17512,0.14616,0.18576,0.16336,0.21576,0.22,0.5192,0.79008,0.1168,0.028,0.1124,0.2448
1573,0.17512,0.1456,0.18344,0.15144,0.21624,0.22008,0.43768,0.15824,0.16376,0.07848,0.1124,0.24544
1574,0.17504,0.14576,0.20176,0.15136,0.21608,0.22288,0.33232,0.18072,0.12256,0.34208,0.12424,0.2424
1575,0.17504,0.1456,0.1848,0.15936,0.22464,0.22264,0.48064,0.46896,0.11312,0.14112,0.12416,0.23288
1576,0.17088,0.14328,0.1956,0.16128,0.20528,0.21976,0.05432,0.46904,0.07944,0.1872,0.12432,0.23416
1577,0.1756,0.14176,0.18304,0.16008,0.2052,0.22,0.05408,0.46456,0.38928,0.36336,0.09792,0.23416
1578,0.17136,0.1464,0.18472,0.16032,0.2052,0.22,0.5604,0.45856,0.02048,0.11056,0.11456,0.24888
1579,0.17376,0.14608,0.1848,0.15776,0.22384,0.23104,0.302,0.26392,0.00096,0.29208,0.11448,0.24352
1580,0.17336,0.1464,0.17344,0.16952,0.20784,0.21784,0.24192,0.20088,0.0912,0.12864,0.1144,0.23552
1581,0.17352,0.14408,0.17568,0.16336,0.21552,0.21752,0.1968,0.24432,0.1612,0.28568,0.10976,0.23552
1582,0.17496,0.146,0.19336,0.16392,0.21144,0.22464,0.292,0.16784,0.08968,0.08488,0.10992,0.24536
1583,0.17456,0.14592,0.18104,0.15344,0.22384,0.2248,0.29208,0.16784,0.05872,0.2628,0.114,0.22872
1584,0.18248,0.1464,0.19008,0.1472,0.20704,0.22336,0.27968,0.46408,0.198,0.02928,0.11392,0.25352
1585,0.17664,0.14472,0.17568,0.14736,0.22112,0.21776,0.59776,0.17592,0.10752,0.248,0.14616,0.23104
1586,0.17384,0.14608,0.17728,0.1476,0.20704,0.21736,0.59784,0.52424,0.08976,0.2428,0.12184,0.23112
1587,0.17368,0.146,0.17752,0.14776,0.2072,0.22344,0.29328,0.48912,0.1736,0.24296,0.10808,0.22112
1588,0.17368,0.14624,0.17728,0.14616,0.20568,0.22352,0.2128,0.15032,0.17208,0.38,0.10824,0.22432
1589,0.17472,0.14952,0.17664,0.14256,0.21272,0.21672,0.5488,0.15032,0.05608,0.01984,0.10328,0.22232
1590,0.17824,0.14784,0.1836,0.14272,0.20472,0.21648,0.54936,0.67472,0.1612,0.22176,0.1032,0.2288
1591,0.17816,0.14544,0.15616,0.16768,0.20408,0.21088,0.38056,0.52432,0.1612,0.3828,0.10592,0.2284
1592,0.182,0.14536,0.1896,0.16776,0.20576,0.21088,0.38048,0.22912,0.1312,0.38272,0.11488,0.2248
1593,0.18184,0.14888,0.17888,0.15664,0.20248,0.21432,0.5732,0.15176,0.07448,0.2584,0.09968,0.23184
1594,0.1792,0.1492,0.17896,0.14256,0.21504,0.21408,0.57328,0.61752,0.10832,0.36568,0.10392,0.2416
1595,0.17936,0.14944,0.18624,0.14256,0.1976,0.21296,0.44848,0.1608,0.15024,0.11672,0.10376,0.23592
1596,0.17472,0.14512,0.18664,0.1404,0.20952,0.21952,0.44112,0.22976,0.16352,0.36656,0.1036,0.23592
1597,0.1748,0.14872,0.18032,0.11376,0.20736,0.21408,0.57168,0.79656,0.07504,0.35472,0.09968,0.23424
1598,0.1776,0.15096,0.17888,0.11368,0.2076,0.21408,0.49552,0.5132,0.13704,0.15608,0.09952,0.2168
1599,0.17904,0.14832,0.17584,0.11368,0.19472,0.19608,0.488,0.592,0.01416,0.1824,0.10416,0.24056
1600,0.1804,0.15216,0.17568,0.13448,0.1948,0.2064,0.324,0.72336,0.10328,0.26904,0.11496,0.21752
1601,0.18232,0.1536,0.16752,0.13696,0.19992,0.2068,0.35488,0.1384,0.39408,0.03296,0.10512,0.21768
1602,0.17952,0.15368,0.16648,0.11408,0.1984,0.20736,0.50088,0.19912,0.12944,0.25392,0.09736,0.2524
1603,0.17992,0.15392,0.18024,0.11408,0.19216,0.20112,0.55512,0.7804,0.13192,0.09,0.0972,0.2524
1604,0.18048,0.15224,0.16432,0.13576,0.19368,0.212,0.49944,0.51952,0.24608,0.08976,0.0972,0.21928
1605,0.18264,0.15224,0.16752,0.1356,0.2008,0.20008,0.44672,0.13864,0.394,0.11368,0.0972,0.21168
1606,0.18248,0.1536,0.1752,0.136,0.19592,0.20008,0.59424,0.21112,0.23808,0.0172,0.10704,0.24736
1607,0.18216,0.1568,0.17048,0.13616,0.18664,0.19904,0.20848,0.7012,0.34728,0.01888,0.10696,0.21448
1608,0.182,0.1524,0.16408,0.13584,0.20872,0.2012,0.01336,0.74504,0.0132,0.16552,0.09008,0.21456
1609,0.1816,0.1524,0.1644,0.13384,0.20904,0.19408,0.244,0.20048,0.1868,0.382,0.0896,0.20632
1610,0.18552,0.16104,0.16456,0.13368,0.1888,0.19832,0.66664,0.67856,0.22136,0.06928,0.09864,0.24264
1611,0.1912,0.16104,0.16472,0.1336,0.18384,0.1984,0.58576,0.51968,0.36368,0.06928,0.09456,0.24272
1612,0.18504,0.16096,0.1648,0.13248,0.20352,0.20352,0.04376,0.14232,0.11968,0.06488,0.09152,0.21472
1613,0.18496,0.14528,0.17344,0.1532,0.18792,0.1976,0.52816,0.15832,0.00816,0.33288,0.08912,0.21472
1614,0.18944,0.16072,0.16904,0.13344,0.1888,0.19632,0.38112,0.49192,0.00832,0.01064,0.0924,0.21464
1615,0.18944,0.1592,0.162,0.13688,0.18976,0.1964,0.38104,0.34536,0.1312,0.0312,0.0944,0.2096
1616,0.18968,0.15896,0.164,0.13672,0.18968,0.19648,0.03688,0.34544,0.16144,0.03136,0.09456,0.2096
1617,0.18944,0.16344,0.1632,0.13064,0.1884,0.19656,0.21152,0.1528,0.36904,0.25296,0.09472,0.21448
1618,0.19264,0.16144,0.16176,0.13256,0.18864,0.19776,0.19176,0.67672,0.25888,0.25288,0.08848,0.21432
1619,0.20248,0.16248,0.16184,0.12992,0.18896,0.19768,0.19176,0.53928,0.07536,0.24128,0.08864,0.20944
1620,0.19296,0.16232,0.16928,0.13632,0.19688,0.20848,0.21888,0.5392,0.02776,0.12176,0.08864,0.20944
1621,0.19296,0.16344,0.1692,0.13424,0.1968,0.19864,0.61728,0.172,0.18544,0.0816,0.0864,0.21192
1622,0.1936,0.16328,0.17416,0.13424,0.1872,0.19808,0.34264,0.05728,0.01752,0.0168,0.08808,0.20936
1623,0.1956,0.16416,0.17296,0.12864,0.18864,0.1952,0.4856,0.05736,0.18432,0.00184,0.08816,0.20936
1624,0.19528,0.1644,0.17296,0.12896,0.19048,0.1948,0.2632,0.14248,0.34376,0.00176,0.08816,0.2076
1625,0.196,0.1664,0.1612,0.13864,0.19056,0.19168,0.3304,0.37408,0.34376,0.24136,0.08808,0.20744
1626,0.21024,0.16608,0.16576,0.13872,0.1908,0.19176,0.33872,0.2392,0.23176,0.00608,0.08832,0.2076
1627,0.2104,0.16592,0.16728,0.13712,0.19576,0.19168,0.25232,0.66928,0.23176,0.00624,0.08432,0.20856
1628,0.1948,0.1908,0.15832,0.13032,0.18792,0.19168,0.55608,0.48904,0.12096,0.0172,0.0848,0.20848
1629,0.19608,0.18448,0.15712,0.13032,0.18224,0.20424,0.59616,0.09936,0.14184,0.38352,0.08664,0.2032
1630,0.19744,0.16944,0.15888,0.13112,0.19136,0.2,0.3232,0.09928,0.19192,0.38344,0.0912,0.20384
1631,0.19728,0.16928,0.15944,0.126,0.17904,0.20816,0.40128,0.07656,0.04216,0.12072,0.0844,0.20512
1632,0.19712,0.16952,0.17872,0.12568,0.17976,0.20816,0.25216,0.45456,0.12144,0.31208,0.08424,0.20504
1633,0.21288,0.18184,0.15608,0.1352,0.18448,0.20512,0.30096,0.45448,0.35088,0.01704,0.08368,0.20256
1634,0.1928,0.18128,0.15608,0.12624,0.17416,0.20536,0.12376,0.48824,0.10712,0.03352,0.09016,0.20256
1635,0.22104,0.17536,0.15608,0.12632,0.18616,0.1892,0.59616,0.48816,0.38464,0.36528,0.08136,0.21704
1636,0.21016,0.17496,0.16256,0.12632,0.18616,0.18608,0.07712,0.0512,0.08904,0.22576,0.08296,0.204
1637,0.20032,0.17336,0.15808,0.136,0.18624,0.18784,0.0772,0.30872,0.25496,0.23312,0.08304,0.196
1638,0.20456,0.1736,0.16896,0.136,0.18312,0.1908,0.46136,0.30872,0.3924,0.28736,0.08024,0.20128
1639,0.20464,0.18176,0.1648,0.12624,0.18528,0.19088,0.03912,0.15488,0.1356,0.32536,0.0756,0.19752
1640,0.2164,0.1816,0.1788,0.1316,0.1788,0.19096,0.07416,0.15496,0.33832,0.04992,0.07944,0.20528
1641,0.21776,0.17696,0.16168,0.12312,0.17896,0.18616,0.42648,0.35944,0.33832,0.29288,0.08016,0.20288
1642,0.21776,0.17712,0.1296,0.12312,0.18624,0.19416,0.44896,0.16752,0.29584,0.17608,0.08032,0.2008
1643,0.2176,0.17512,0.16712,0.1308,0.1824,0.19416,0.47632,0.19712,0.01784,0.38536,0.08048,0.19784
1644,0.20392,0.17656,0.17936,0.1308,0.18176,0.188,0.49464,0.07624,0.01792,0.38544,0.08336,0.20168
1645,0.20432,0.1768,0.16416,0.13032,0.17336,0.18784,0.24832,0.07624,0.034,0.02624,0.08344,0.2024
1646,0.21208,0.17656,0.16416,0.12504,0.17352,0.18816,0.57528,0.07624,0.15728,0.29304,0.08336,0.20104
1647,0.20624,0.1816,0.17032,0.12504,0.1864,0.18544,0.28376,0.14504,0.39536,0.2708,0.08152,0.2008
1648,0.20432,0.17928,0.17272,0.13872,0.17352,0.18544,0.17664,0.14552,0.14016,0.04344,0.08312,0.20192
1649,0.21608,0.17952,0.15536,0.12352,0.17344,0.1856,0.42296,0.36704,0.14008,0.34808,0.0844,0.20024
1650,0.20864,0.17912,0.15536,0.1236,0.17344,0.18856,0.272,0.3416,0.18232,0.348,0.0844,0.20008
1651,0.20864,0.18312,0.22248,0.12368,0.17344,0.17816,0.62048,0.3416,0.07024,0.38512,0.07488,0.2
1652,0.2128,0.18304,0.16464,0.1252,0.16992,0.18408,0.02856,0.34144,0.20416,0.2504,0.07976,0.19992
1653,0.21992,0.1832,0.15848,0.1304,0.17152,0.18408,0.04008,0.7664,0.20048,0.31688,0.08568,0.19104
1654,0.22856,0.18752,0.156,0.13368,0.17144,0.18424,0.20192,0.20936,0.20048,0.06488,0.08544,0.1964
1655,0.21264,0.184,0.15576,0.12552,0.17136,0.17744,0.48128,0.35768,0.30224,0.01688,0.0748,0.19632
1656,0.21264,0.18392,0.156,0.12568,0.17136,0.1776,0.54104,0.03776,0.37672,0.28112,0.07464,0.20016
1657,0.2116,0.18384,0.164,0.12568,0.1596,0.17944,0.56744,0.66624,0.35944,0.33496,0.07448,0.19496
1658,0.2232,0.18536,0.15176,0.1236,0.15952,0.18088,0.39296,0.46768,0.2096,0.33496,0.074,0.19528
1659,0.21384,0.18544,0.15792,0.15152,0.166,0.18504,0.31664,0.46776,0.29288,0.05312,0.07392,0.2148
1660,0.226,0.1856,0.15176,0.132,0.16568,0.18528,0.10312,0.39416,0.0544,0.3632,0.07904,0.19808
1661,0.2212,0.18608,0.15152,0.13136,0.16536,0.17648,0.18208,0.46816,0.36568,0.31688,0.07904,0.18184
1662,0.21152,0.20472,0.15528,0.14096,0.18112,0.18424,0.64144,0.78088,0.18264,0.05264,0.0604,0.18168
1663,0.2252,0.18744,0.1604,0.12312,0.18048,0.18064,0.2796,0.63792,0.18248,0.05272,0.09112,0.244
1664,0.22136,0.18744,0.16048,0.12328,0.1804,0.18072,0.218,0.27952,0.1004,0.16992,0.07344,0.24456
1665,0.21776,0.18752,0.1604,0.12312,0.16992,0.17928,0.26832,0.24392,0.06752,0.38216,0.07336,0.19448
1666,0.21808,0.19552,0.1524,0.12472,0.17016,0.17952,0.13992,0.20568,0.10536,0.3824,0.0732,0.19456
1667,0.2188,0.18968,0.15256,0.12984,0.1724,0.17288,0.27944,0.44512,0.00888,0.13056,0.07304,0.19448
1668,0.22104,0.18984,0.15512,0.1204,0.18648,0.20424,0.67976,0.35688,0.37008,0.02424,0.07304,0.1944
1669,0.22088,0.19648,0.16056,0.1232,0.17968,0.20424,0.69224,0.26328,0.10896,0.10176,0.07296,0.1944
1670,0.22568,0.19648,0.16064,0.13144,0.20552,0.178,0.48784,0.00032,0.3096,0.10168,0.07296,0.19592
1671,0.22584,0.19952,0.15192,0.134,0.17024,0.17808,0.6904,0.0004,0.1236,0.2856,0.07304,0.19592
1672,0.22136,0.1996,0.15176,0.1204,0.17448,0.17808,0.50976,0.13464,0.12352,0.1136,0.08736,0.19576
1673,0.22144,0.2044,0.15176,0.12032,0.17416,0.18696,0.22576,0.25288,0.32416,0.22592,0.0796,0.19576
1674,0.22912,0.19616,0.15288,0.12256,0.17416,0.184,0.21224,0.25296,0.17064,0.3692,0.08672,0.21872
1675,0.22904,0.20392,0.15232,0.1268,0.17048,0.18392,0.29664,0.79448,0.13784,0.21312,0.06728,0.21896
1676,0.22288,0.20552,0.15256,0.11248,0.16496,0.23016,0.27656,0.1072,0.19656,0.21312,0.07592,0.21888
