sensor,t11,t12,t21,t22,t31,t32,t41,t42,t51,t52,t61,t62
492,0.34504,0.4128,0.12512,0.09944,0.20592,0.21136,0.26896,0.16344,0.23016,0.24376,0.17792,0.09208
493,0.5076,0.09728,0.12328,0.29184,0.20568,0.21264,0.27632,0.19232,0.3984,0.02152,0.28696,0.5404
494,0.52136,0.4232,0.12512,0.28136,0.20592,0.21208,0.29496,0.16312,0.39824,0.24648,0.2804,0.49256
495,0.1884,0.27824,0.12512,0.09952,0.20448,0.21208,0.25048,0.16336,0.22136,0.24656,0.17816,0.53
496,0.1648,0.4152,0.1252,0.09952,0.20448,0.21144,0.25048,0.16504,0.21536,0.28864,0.17808,0.53008
497,0.16488,0.47144,0.3428,0.29736,0.20544,0.21112,0.25208,0.18848,0.19032,0.10936,0.21544,0.14304
498,0.16496,0.00136,0.0164,0.20088,0.20152,0.2156,0.28136,0.18848,0.22856,0.39888,0.07896,0.36008
499,0.2332,0.22008,0.12504,0.09968,0.20152,0.21552,0.25496,0.18848,0.22872,0.02152,0.06656,0.36
500,0.25768,0.14056,0.12192,0.0992,0.2004,0.21856,0.25496,0.19888,0.33224,0.26488,0.06688,0.50936
501,0.2576,0.472,0.12488,0.09944,0.2056,0.21136,0.2544,0.17072,0.33224,0.30032,0.06696,0.45488
502,0.06408,0.33456,0.1248,0.09944,0.20584,0.21248,0.25432,0.17136,0.12776,0.25688,0.03608,0.45496
503,0.06416,0.19728,0.12464,0.29096,0.20616,0.21256,0.2832,0.17144,0.09432,0.08456,0.12184,0.1968
504,0.00888,0.1972,0.32872,0.29408,0.20288,0.2108,0.2828,0.17216,0.21776,0.33144,0.31216,0.19688
505,0.55816,0.57848,0.12512,0.09936,0.20264,0.21336,0.25664,0.17,0.30176,0.30048,0.2256,0.56328
506,0.24496,0.41896,0.12512,0.09936,0.20784,0.212,0.25504,0.17376,0.10432,0.38936,0.49904,0.524
507,0.4636,0.4188,0.12264,0.29432,0.20792,0.21408,0.2548,0.17384,0.07,0.03088,0.38464,0.44368
508,0.41256,0.36216,0.12312,0.09936,0.20544,0.21416,0.25464,0.17368,0.30976,0.35584,0.33144,0.52408
509,0.23288,0.43328,0.12536,0.04848,0.20232,0.21432,0.26344,0.17536,0.3864,0.35568,0.35552,0.52272
510,0.22312,0.43328,0.12544,0.29368,0.20232,0.206,0.25824,0.17512,0.128,0.36512,0.15816,0.05408
511,0.22024,0.1972,0.32128,0.29352,0.19968,0.20392,0.26264,0.17544,0.33256,0.3632,0.38424,0.21944
512,0.23464,0.19704,0.12496,0.0996,0.19968,0.20408,0.26264,0.17552,0.25584,0.17248,0.40984,0.21944
513,0.23304,0.57048,0.12528,0.27848,0.19616,0.20424,0.26496,0.17624,0.2184,0.07104,0.33144,0.52392
514,0.23304,0.43136,0.12536,0.10048,0.19624,0.20984,0.26528,0.17992,0.35232,0.33104,0.3136,0.5824
515,0.22256,0.19712,0.12552,0.10048,0.19616,0.20336,0.26416,0.17512,0.38656,0.28952,0.34056,0.47368
516,0.22488,0.19696,0.12208,0.28984,0.19952,0.20376,0.26304,0.17632,0.09336,0.34232,0.40984,0.21944
517,0.22624,0.46304,0.12224,0.09952,0.19928,0.20248,0.26504,0.17632,0.09344,0.26128,0.07744,0.3248
518,0.47264,0.17952,0.1256,0.09952,0.19904,0.20416,0.26088,0.17648,0.23832,0.26136,0.46768,0.19664
519,0.58864,0.30456,0.12552,0.09944,0.19912,0.20424,0.26448,0.18336,0.36936,0.21664,0.31304,0.19664
520,0.00448,0.3288,0.12552,0.29,0.19696,0.20568,0.26424,0.19944,0.09328,0.00136,0.35904,0.50984
521,0.45736,0.2572,0.33368,0.09952,0.2004,0.20232,0.26584,0.18144,0.2216,0.09968,0.06688,0.50984
522,0.43752,0.01384,0.12248,0.09952,0.20056,0.20248,0.26536,0.1888,0.1828,0.0996,0.0668,0.36976
523,0.43744,0.40696,0.12232,0.09952,0.20048,0.2028,0.26528,0.18888,0.10224,0.26088,0.43984,0.19696
524,0.42184,0.41152,0.12232,0.09608,0.20064,0.20208,0.26496,0.18112,0.19048,0.35088,0.35912,0.12456
525,0.43536,0.40752,0.12552,0.09632,0.1916,0.19656,0.26976,0.18928,0.22176,0.30968,0.2804,0.12472
526,0.43856,0.40888,0.12192,0.26936,0.18808,0.19664,0.26976,0.1816,0.20312,0.00128,0.28392,0.1248
527,0.43512,0.40328,0.29248,0.26968,0.18808,0.19784,0.26976,0.18184,0.00016,0.32168,0.07792,0.12512
528,0.43848,0.406,0.29472,0.26664,0.18656,0.19784,0.26768,0.18776,0.07616,0.32648,0.07784,0.3412
529,0.43024,0.40992,0.29512,0.2672,0.18648,0.20072,0.26992,0.18768,0.18304,0.24272,0.27624,0.48432
530,0.43848,0.40992,0.29552,0.26744,0.19112,0.19536,0.26992,0.18768,0.10328,0.14144,0.31368,0.40888
531,0.43032,0.41,0.29368,0.26896,0.18656,0.1952,0.2692,0.18776,0.1032,0.00136,0.27896,0.40568
532,0.4372,0.40536,0.29376,0.26776,0.19072,0.19512,0.26912,0.1896,0.25744,0.32176,0.28336,0.3836
533,0.4368,0.40544,0.29488,0.26776,0.19072,0.19504,0.2724,0.19112,0.18384,0.3912,0.3084,0.38376
534,0.43512,0.40544,0.29512,0.268,0.18784,0.19496,0.27048,0.19008,0.38816,0.39136,0.4488,0.38376
535,0.22504,0.4072,0.2952,0.26824,0.19024,0.1984,0.272,0.2,0.19656,0.29704,0.31184,0.32688
536,0.43712,0.40472,0.2936,0.26696,0.1904,0.19688,0.27072,0.184,0.19664,0.29312,0.3128,0.20096
537,0.4368,0.42032,0.29368,0.28672,0.1904,0.1968,0.27224,0.19096,0.38728,0.3392,0.31224,0.40024
538,0.22496,0.40544,0.12176,0.26448,0.19432,0.20288,0.27448,0.18976,0.39112,0.3392,0.02032,0.12408
539,0.22504,0.3988,0.12624,0.2644,0.19424,0.20096,0.27432,0.19088,0.3912,0.29728,0.2892,0.15024
540,0.432,0.40152,0.12224,0.02424,0.18624,0.19592,0.2744,0.18984,0.35296,0.29712,0.38304,0.55688
541,0.16976,0.4228,0.12272,0.094,0.1864,0.19584,0.27408,0.1904,0.26384,0.38512,0.37408,0.55696
542,0.2044,0.3312,0.12936,0.10192,0.18616,0.19472,0.27368,0.1972,0.3908,0.3392,0.46704,0.59568
543,0.22464,0.48832,0.31656,0.21256,0.18624,0.19464,0.28336,0.19704,0.12912,0.3392,0.28912,0.5356
544,0.24232,0.4652,0.3992,0.21256,0.18632,0.1984,0.28328,0.20008,0.35152,0.33912,0.28176,0.04272
545,0.47856,0.40736,0.12208,0.10536,0.18632,0.19832,0.28336,0.19504,0.35152,0.08496,0.28208,0.15016
546,0.17192,0.3312,0.12216,0.09936,0.18616,0.19832,0.28216,0.1996,0.1796,0.10704,0.29928,0.22032
547,0.18936,0.3312,0.124,0.09888,0.18608,0.1984,0.28176,0.19992,0.32912,0.2216,0.27576,0.50616
548,0.51216,0.3312,0.12232,0.26376,0.03648,0.19832,0.28432,0.20008,0.168,0.3392,0.2724,0.31408
549,0.12736,0.2904,0.122,0.09664,0.21216,0.19824,0.28336,0.20008,0.16776,0.30968,0.00968,0.22168
550,0.28128,0.01744,0.12064,0.09656,0.21792,0.19448,0.28248,0.19904,0.35784,0.12752,0.19768,0.09424
551,0.37496,0.19616,0.1204,0.09744,0.18944,0.06184,0.2824,0.19856,0.04768,0.29968,0.27568,0.20216
552,0.2232,0.3312,0.12008,0.09744,0.18952,0.05888,0.2848,0.19728,0.04504,0.20472,0.21496,0.20216
553,0.22304,0.022,0.12544,0.09952,0.1896,0.25144,0.3052,0.19736,0.23104,0.20456,0.49464,0.20224
554,0.23152,0.02232,0.12544,0.096,0.1896,0.23944,0.32024,0.19928,0.22024,0.1932,0.28032,0.36968
555,0.43192,0.40256,0.12552,0.09616,0.21592,0.1952,0.28952,0.19944,0.16752,0.20984,0.41128,0.19672
556,0.23336,0.42528,0.12576,0.09616,0.05456,0.0588,0.28592,0.2192,0.16096,0.09752,0.15288,0.40656
557,0.43008,0.40256,0.12592,0.26432,0.19344,0.20448,0.29008,0.2032,0.19072,0.09752,0.42632,0.58824
558,0.43008,0.4032,0.31344,0.2644,0.19344,0.06256,0.28592,0.2032,0.16384,0.19336,0.26416,0.3736
559,0.42992,0.40168,0.29056,0.2628,0.1836,0.0624,0.28744,0.20176,0.16376,0.1932,0.11872,0.38504
560,0.19544,0.4324,0.29184,0.26024,0.19616,0.06208,0.28752,0.21816,0.16312,0.18976,0.1928,0.52992
561,0.50128,0.20384,0.29144,0.26664,0.19568,0.19944,0.28824,0.21752,0.39528,0.18984,0.4552,0.4072
562,0.42984,0.1808,0.29112,0.26056,0.19576,0.19928,0.3076,0.21776,0.16728,0.18968,0.22608,0.19688
563,0.43,0.46552,0.2908,0.26728,0.19096,0.20608,0.30784,0.20592,0.16624,0.18608,0.27288,0.38472
564,0.43,0.434,0.29072,0.26736,0.18632,0.06208,0.28768,0.21384,0.16216,0.18632,0.11352,0.38496
565,0.43008,0.19544,0.288,0.26072,0.18744,0.19656,0.31304,0.21976,0.16232,0.18632,0.3084,0.20416
566,0.43,0.17816,0.2908,0.2672,0.1876,0.1972,0.29216,0.21976,0.16248,0.18632,0.01016,0.2792
567,0.42536,0.19976,0.29088,0.26712,0.18936,0.19904,0.2904,0.20488,0.16264,0.19056,0.22632,0.4108
568,0.42528,0.40008,0.29088,0.26408,0.18936,0.1988,0.29024,0.20488,0.166,0.19064,0.22632,0.38616
569,0.42992,0.40016,0.2892,0.26376,0.19736,0.19848,0.28992,0.20504,0.16616,0.18928,0.26992,0.38624
570,0.42984,0.40032,0.2876,0.26136,0.19176,0.19856,0.29312,0.20496,0.162,0.18632,0.22752,0.1028
571,0.42592,0.00968,0.28912,0.26776,0.18728,0.19848,0.2932,0.22248,0.162,0.19104,0.19296,0.45672
572,0.42584,0.1996,0.288,0.26424,0.19008,0.1996,0.29312,0.23104,0.16648,0.18536,0.19288,0.45688
573,0.42752,0.3996,0.28968,0.10056,0.19024,0.19712,0.29168,0.20528,0.06024,0.33096,0.26728,0.58928
574,0.23056,0.47776,0.2896,0.08552,0.1944,0.19712,0.30184,0.21096,0.15992,0.20296,0.02048,0.27616
575,0.42488,0.3984,0.28952,0.26032,0.19784,0.1952,0.29448,0.21232,0.1596,0.20312,0.15856,0.0412
576,0.4248,0.4012,0.28824,0.26024,0.19776,0.1996,0.29472,0.21232,0.1608,0.1876,0.24248,0.27496
577,0.2268,0.398,0.2868,0.26304,0.19152,0.19992,0.29592,0.21216,0.16096,0.21632,0.02816,0.27488
578,0.22696,0.38944,0.30176,0.26056,0.19144,0.19816,0.296,0.21128,0.16224,0.21632,0.31208,0.56352
579,0.37352,0.392,0.12368,0.25976,0.20376,0.1952,0.29608,0.22768,0.15976,0.20328,0.40936,0.18512
580,0.42504,0.39848,0.12392,0.2596,0.1868,0.19656,0.29784,0.22528,0.36936,0.1808,0.40944,0.05176
581,0.42464,0.39832,0.124,0.25936,0.05672,0.19424,0.29784,0.22736,0.15824,0.18232,0.21464,0.27504
582,0.42416,0.39608,0.28544,0.25824,0.19504,0.06712,0.30736,0.23624,0.1564,0.1824,0.45056,0.27488
583,0.42264,0.39632,0.28656,0.25992,0.18744,0.19528,0.30688,0.23568,0.1772,0.18256,0.39616,0.2748
584,0.4224,0.39624,0.28656,0.256,0.19512,0.19536,0.32168,0.22464,0.15576,0.1824,0.30736,0.05184
585,0.41808,0.39616,0.28672,0.256,0.0612,0.05992,0.31512,0.22736,0.15576,0.18072,0.31184,0.47448
586,0.43208,0.39248,0.28656,0.2568,0.1888,0.2004,0.32296,0.23512,0.15592,0.1812,0.01088,0.5624
587,0.4216,0.40584,0.28672,0.25672,0.1892,0.06888,0.32288,0.23512,0.15232,0.1812,0.248,0.27496
588,0.2356,0.4452,0.28408,0.256,0.18928,0.20648,0.32048,0.23384,0.15072,0.2772,0.10928,0.27496
589,0.2356,0.3944,0.28424,0.25584,0.17592,0.06512,0.3204,0.2336,0.15912,0.27704,0.28136,0.27496
590,0.44352,0.3944,0.28432,0.25584,0.21512,0.06528,0.32016,0.2336,0.15376,0.17536,0.44688,0.54048
591,0.21496,0.1236,0.28672,0.25584,0.1888,0.06032,0.3268,0.23432,0.142,0.1756,0.24824,0.15168
592,0.41552,0.12352,0.28408,0.25528,0.20936,0.06032,0.3264,0.23432,0.142,0.17632,0.24824,0.30936
593,0.41144,0.38608,0.1204,0.25784,0.188,0.17096,0.32752,0.2344,0.18376,0.17624,0.25344,0.25688
594,0.41128,0.38624,0.28664,0.2544,0.188,0.08488,0.32752,0.23432,0.18376,0.17632,0.06944,0.22696
595,0.41496,0.38632,0.28184,0.25464,0.06896,0.0028,0.32848,0.23664,0.14088,0.17496,0.41272,0.3612
596,0.41504,0.3864,0.28656,0.2548,0.08552,0.21032,0.32816,0.2392,0.1408,0.17496,0.11552,0.45888
597,0.42072,0.3904,0.2828,0.2548,0.0856,0.06016,0.31448,0.24544,0.14072,0.19928,0.18616,0.11064
598,0.13696,0.39056,0.12,0.2548,0.1884,0.1948,0.32128,0.23392,0.11168,0.19928,0.24288,0.14776
599,0.41128,0.38544,0.28424,0.25336,0.36312,0.1948,0.31848,0.234,0.14592,0.32824,0.24248,0.36584
600,0.41136,0.3852,0.2836,0.09872,0.0496,0.2104,0.32256,0.23952,0.1472,0.19344,0.24248,0.3672
601,0.4148,0.38512,0.28352,0.2232,0.04968,0.33088,0.328,0.24256,0.14712,0.30904,0.24408,0.3672
602,0.41832,0.38496,0.28328,0.25048,0.2248,0.19496,0.3316,0.24256,0.14536,0.30904,0.244,0.36688
603,0.41848,0.38456,0.27808,0.25104,0.18656,0.19488,0.31576,0.24576,0.14544,0.32776,0.24264,0.36632
604,0.41848,0.38776,0.2808,0.25096,0.18624,0.19472,0.31248,0.24576,0.1436,0.17264,0.24264,0.36608
605,0.42336,0.38464,0.27712,0.25088,0.18656,0.20128,0.33408,0.24592,0.1472,0.15712,0.24256,0.36776
606,0.42128,0.3876,0.28016,0.25224,0.05656,0.2012,0.3276,0.24648,0.14856,0.1652,0.24224,0.37568
607,0.41656,0.38432,0.12544,0.25792,0.39664,0.21464,0.32768,0.24632,0.14488,0.16512,0.23912,0.35104
608,0.4144,0.38416,0.28224,0.25672,0.25464,0.21472,0.35328,0.24616,0.14448,0.16744,0.23912,0.362
609,0.4096,0.38328,0.27736,0.25672,0.19104,0.19528,0.33456,0.24632,0.14952,0.16752,0.23912,0.36208
610,0.40944,0.38208,0.2776,0.25672,0.19176,0.19536,0.34712,0.25152,0.14928,0.16248,0.23888,0.36224
611,0.40768,0.38208,0.28032,0.09632,0.06776,0.19536,0.34736,0.2492,0.12776,0.17032,0.23864,0.36232
612,0.40768,0.37904,0.27808,0.25968,0.2012,0.39048,0.31496,0.24912,0.11768,0.1668,0.24112,0.36176
613,0.40752,0.38024,0.12352,0.25968,0.19128,0.10896,0.33928,0.24672,0.14928,0.16416,0.23912,0.36264
614,0.40912,0.38664,0.12352,0.25976,0.1916,0.23048,0.3328,0.2468,0.14936,0.16784,0.23904,0.36208
615,0.40928,0.36856,0.12472,0.0964,0.22856,0.34616,0.3396,0.2488,0.14768,0.152,0.23904,0.36232
616,0.40928,0.37928,0.28144,0.0984,0.05512,0.106,0.36072,0.25144,0.11776,0.16192,0.24112,0.36104
617,0.41168,0.38248,0.1256,0.09832,0.27016,0.0756,0.33776,0.25088,0.12584,0.15448,0.33488,0.57888
618,0.27376,0.38248,0.12328,0.13152,0.11536,0.08632,0.23264,0.25096,0.12544,0.16056,0.33488,0.57896
619,0.40904,0.13392,0.12544,0.2476,0.03776,0.39408,0.34256,0.25096,0.12536,0.15888,0.2352,0.1852
620,0.40896,0.51056,0.1256,0.24704,0.14952,0.394,0.22216,0.25088,0.14112,0.15888,0.23536,0.35984
621,0.40648,0.37664,0.12552,0.25024,0.1088,0.06712,0.35408,0.25224,0.15584,0.1616,0.40952,0.35608
622,0.4064,0.38392,0.27976,0.25152,0.10888,0.04648,0.3436,0.25064,0.02704,0.2784,0.40928,0.17848
623,0.4056,0.17808,0.12152,0.25144,0.20992,0.19472,0.3436,0.2524,0.12024,0.16112,0.40912,0.20328
624,0.4056,0.20216,0.12168,0.25144,0.18744,0.19464,0.3436,0.25264,0.12008,0.16096,0.05712,0.1416
625,0.40728,0.57736,0.12176,0.25024,0.18728,0.1944,0.35792,0.25384,0.11856,0.28992,0.43024,0.09048
626,0.4068,0.37656,0.12184,0.25008,0.18768,0.0604,0.35816,0.27712,0.11864,0.21576,0.2328,0.356
627,0.4064,0.37552,0.27488,0.0976,0.18768,0.0604,0.3604,0.25592,0.11936,0.16544,0.23344,0.02792
628,0.16792,0.37544,0.27736,0.25288,0.18768,0.05888,0.3648,0.25592,0.11976,0.16672,0.232,0.35408
629,0.11952,0.37536,0.27744,0.24944,0.19112,0.32624,0.36464,0.25392,0.11712,0.14368,0.232,0.37256
630,0.40192,0.17808,0.12672,0.24952,0.19408,0.0584,0.35824,0.24976,0.11696,0.14224,0.23208,0.02464
631,0.40192,0.37736,0.12656,0.24824,0.188,0.19744,0.35848,0.2852,0.11696,0.14264,0.22816,0.35336
632,0.2272,0.37624,0.1216,0.09952,0.18768,0.1976,0.232,0.28512,0.11872,0.14288,0.23464,0.35344
633,0.16816,0.06736,0.27344,0.0996,0.18776,0.19776,0.232,0.2592,0.11712,0.06584,0.2312,0.37408
634,0.4028,0.4104,0.27336,0.24368,0.2236,0.39928,0.34688,0.30824,0.11688,0.142,0.22744,0.35024
635,0.4028,0.11072,0.1228,0.24344,0.18872,0.20736,0.34704,0.26184,0.11696,0.1408,0.22752,0.35032
636,0.4024,0.36008,0.12336,0.2472,0.18864,0.20736,0.34712,0.26176,0.11696,0.14064,0.22744,0.35024
637,0.23888,0.57888,0.12176,0.24736,0.18856,0.19544,0.23208,0.26152,0.11688,0.14048,0.22784,0.35056
638,0.40152,0.374,0.27464,0.2448,0.14232,0.03568,0.33864,0.26152,0.14952,0.14016,0.22648,0.3508
639,0.5104,0.21776,0.27496,0.24464,0.13344,0.19712,0.3468,0.25976,0.24744,0.05112,0.22656,0.34936
640,0.328,0.37392,0.27512,0.24576,0.19192,0.19696,0.34696,0.25992,0.11248,0.3216,0.2268,0.34752
641,0.40192,0.37384,0.27472,0.24472,0.18912,0.198,0.3472,0.26576,0.11224,0.13712,0.22536,0.3476
642,0.40096,0.37392,0.27248,0.24328,0.18936,0.19808,0.34744,0.26072,0.11224,0.13712,0.22504,0.34768
643,0.40128,0.374,0.27264,0.24328,0.18944,0.19808,0.34352,0.26088,0.11088,0.13712,0.22504,0.34792
644,0.40104,0.37392,0.27256,0.24336,0.18952,0.19832,0.3436,0.25856,0.11096,0.13712,0.22496,0.34792
645,0.40096,0.37656,0.27256,0.24336,0.18928,0.19832,0.3436,0.25856,0.11128,0.13744,0.22496,0.34784
646,0.40112,0.37656,0.27256,0.24336,0.19376,0.19832,0.34392,0.25864,0.1132,0.13816,0.22488,0.34784
647,0.40104,0.37128,0.27256,0.24336,0.18752,0.19696,0.34608,0.2588,0.11304,0.13808,0.22416,0.34776
648,0.4012,0.37144,0.27232,0.046,0.1852,0.19488,0.346,0.26056,0.11312,0.13792,0.22432,0.3472
649,0.1764,0.37152,0.2728,0.24792,0.1852,0.19448,0.3464,0.25984,0.11464,0.13792,0.22424,0.34704
650,0.1764,0.2788,0.2752,0.24096,0.18488,0.19472,0.34648,0.25992,0.11448,0.13776,0.224,0.34616
651,0.02672,0.27896,0.27528,0.24776,0.18464,0.19424,0.35224,0.26072,0.11352,0.14032,0.22392,0.34672
652,0.53328,0.54544,0.27192,0.24776,0.18464,0.19352,0.34776,0.27416,0.112,0.14048,0.22264,0.34624
653,0.59192,0.5224,0.2664,0.12472,0.18472,0.1952,0.34776,0.27416,0.112,0.14032,0.22064,0.3432
654,0.27784,0.52256,0.26552,0.25304,0.18288,0.19384,0.34824,0.26712,0.11472,0.1376,0.22056,0.34328
655,0.3948,0.48744,0.26536,0.05584,0.18312,0.19192,0.34832,0.26704,0.1136,0.13784,0.21792,0.33936
656,0.2868,0.36856,0.26512,0.05592,0.18296,0.19192,0.3484,0.2672,0.11344,0.13936,0.21864,0.33912
657,0.39632,0.45288,0.2652,0.05592,0.18296,0.19704,0.3528,0.26472,0.11336,0.13936,0.21688,0.33904
658,0.00896,0.45296,0.25968,0.09112,0.1856,0.19568,0.36096,0.27336,0.11048,0.1404,0.21568,0.34
659,0.00896,0.04904,0.12032,0.00056,0.18608,0.19568,0.36184,0.26944,0.11176,0.13648,0.21552,0.33968
660,0.00896,0.04904,0.12032,0.02672,0.1804,0.19208,0.3616,0.27904,0.11024,0.13448,0.21712,0.33952
661,0.18272,0.18688,0.26336,0.07328,0.18184,0.19448,0.35632,0.26656,0.11008,0.13448,0.2172,0.33944
662,0.3912,0.18688,0.26224,0.23616,0.18432,0.19456,0.3564,0.26488,0.11016,0.13448,0.21704,0.34168
663,0.3992,0.3016,0.28752,0.23608,0.18344,0.19472,0.35664,0.26872,0.11008,0.13464,0.21664,0.33792
664,0.39904,0.00168,0.262,0.23616,0.18776,0.19488,0.35688,0.26888,0.10984,0.1344,0.21496,0.3376
665,0.39176,0.41704,0.26192,0.23632,0.18792,0.19504,0.34992,0.26904,0.10936,0.1384,0.21512,0.33736
666,0.40288,0.43744,0.26184,0.10504,0.18792,0.19344,0.3588,0.27176,0.10944,0.13416,0.46248,0.3372
667,0.40296,0.40256,0.26192,0.0008,0.18936,0.19368,0.35656,0.21704,0.10936,0.13432,0.17584,0.37312
668,0.0548,0.19368,0.26176,0.00088,0.182,0.19416,0.35632,0.21688,0.108,0.13584,0.08376,0.16272
669,0.2288,0.19376,0.386,0.23696,0.3572,0.32008,0.36792,0.53616,0.24688,0.40008,0.19968,0.24664
670,0.43408,0.03464,0.386,0.04112,0.08104,0.334,0.32136,0.05848,0.26432,0.15896,0.2676,0.0904
671,0.27752,0.2432,0.0972,0.28416,0.18568,0.16912,0.35752,0.29584,0.26432,0.24408,0.21008,0.33352
672,0.27752,0.31296,0.28168,0.1744,0.18568,0.14856,0.49984,0.29544,0.26424,0.24416,0.21104,0.33368
673,0.0052,0.32824,0.16184,0.20992,0.1856,0.2,0.36856,0.29544,0.24704,0.37128,0.20944,0.33256
674,0.03992,0.29368,0.30104,0.26224,0.18552,0.19608,0.42296,0.27448,0.16504,0.37104,0.2092,0.33232
675,0.43776,0.32832,0.2636,0.24504,0.18856,0.19624,0.36528,0.27296,0.15584,0.24752,0.21,0.33168
676,0.3644,0.43288,0.26352,0.28832,0.18264,0.20144,0.35976,0.13192,0.22496,0.24752,0.20816,0.33184
677,0.3644,0.43304,0.26352,0.24904,0.18608,0.2012,0.46064,0.132,0.22528,0.32944,0.20808,0.33248
678,0.10336,0.05048,0.1224,0.09968,0.18632,0.19472,0.44736,0.31168,0.38672,0.1624,0.208,0.33088
679,0.10336,0.36336,0.26192,0.2344,0.18656,0.19512,0.39832,0.27088,0.09952,0.3144,0.20824,0.3316
680,0.10336,0.39856,0.1232,0.24616,0.18672,0.19528,0.41128,0.4384,0.09944,0.38544,0.20736,0.33176
681,0.29552,0.53064,0.12312,0.23488,0.18824,0.19544,0.36368,0.21312,0.11608,0.12352,0.2084,0.33192
682,0.3112,0.53032,0.14928,0.23456,0.18704,0.19592,0.36608,0.16984,0.098,0.2016,0.20816,0.3312
683,0.41888,0.10328,0.09456,0.2344,0.18704,0.19512,0.36576,0.29656,0.14536,0.32872,0.20792,0.33088
684,0.39,0.03872,0.09472,0.0888,0.18704,0.19504,0.38672,0.29272,0.38128,0.12176,0.20776,0.3308
685,0.23096,0.38464,0.2648,0.29784,0.18704,0.19648,0.36464,0.27176,0.16984,0.19448,0.20776,0.33072
686,0.23104,0.38456,0.32496,0.1836,0.18912,0.19496,0.33272,0.27184,0.0952,0.12168,0.20632,0.33056
687,0.23112,0.36496,0.3972,0.26568,0.18792,0.19648,0.30672,0.6048,0.13656,0.1408,0.2064,0.32944
688,0.16024,0.3608,0.04912,0.26544,0.18768,0.19616,0.18808,0.6048,0.09408,0.1188,0.20648,0.32944
689,0.38856,0.3608,0.26232,0.26552,0.19184,0.19792,0.20664,0.17128,0.21656,0.14112,0.2064,0.32936
690,0.38856,0.36072,0.33424,0.26544,0.17528,0.19768,0.06616,0.39576,0.09192,0.1412,0.20624,0.32936
691,0.38856,0.36072,0.28728,0.2648,0.18912,0.19752,0.66288,0.17152,0.0928,0.11728,0.24168,0.32728
692,0.38864,0.3608,0.31304,0.26488,0.18928,0.1976,0.66296,0.3956,0.09288,0.1176,0.2088,0.32864
693,0.38888,0.3608,0.26488,0.2376,0.1892,0.19968,0.376,0.00768,0.09064,0.1176,0.20872,0.34296
694,0.39032,0.35952,0.26488,0.2376,0.19416,0.19992,0.376,0.29344,0.0908,0.11768,0.20872,0.3288
695,0.38712,0.36032,0.2648,0.2376,0.19456,0.20016,0.37592,0.29544,0.09088,0.11768,0.33136,0.34288
696,0.38816,0.36056,0.26504,0.2376,0.19464,0.20024,0.38136,0.2956,0.09096,0.116,0.20448,0.32744
697,0.38816,0.36072,0.26456,0.23752,0.19408,0.2052,0.3704,0.29592,0.09104,0.116,0.20424,0.3268
698,0.38728,0.35936,0.26256,0.23744,0.19424,0.20608,0.37064,0.28664,0.09072,0.11584,0.20408,0.32624
699,0.38712,0.35912,0.26224,0.23728,0.19008,0.20472,0.37312,0.29072,0.09056,0.11824,0.13024,0.32296
700,0.3868,0.35752,0.26216,0.23528,0.19048,0.20496,0.3732,0.28632,0.09056,0.11528,0.1996,0.32304
701,0.3852,0.3576,0.26192,0.23272,0.19032,0.20296,0.37288,0.28632,0.09024,0.11512,0.19992,0.32336
702,0.38544,0.35752,0.26184,0.23272,0.19032,0.19864,0.3724,0.29208,0.08976,0.1148,0.19944,0.3236
703,0.38552,0.3572,0.26088,0.23424,0.19608,0.20728,0.37248,0.28632,0.1312,0.11656,0.19944,0.3224
704,0.22776,0.33464,0.26096,0.23192,0.19608,0.20608,0.37264,0.09256,0.22336,0.33088,0.19952,0.32272
705,0.2368,0.33464,0.26096,0.2344,0.19616,0.2004,0.22496,0.0924,0.08608,0.114,0.1996,0.32136
706,0.3844,0.5044,0.26096,0.23432,0.19616,0.2004,0.2264,0.09248,0.08528,0.11144,0.19952,0.32264
707,0.38568,0.356,0.12192,0.096,0.196,0.20072,0.02888,0.49568,0.08552,0.1088,0.1984,0.3204
708,0.38448,0.3564,0.12184,0.23416,0.19608,0.206,0.0288,0.42632,0.08528,0.10864,0.19912,0.32072
709,0.594,0.3564,0.12184,0.23432,0.19608,0.2084,0.22504,0.2936,0.0864,0.1128,0.19928,0.32088
710,0.3844,0.35512,0.26128,0.23432,0.19608,0.2084,0.59912,0.7872,0.08352,0.10664,0.20064,0.32136
711,0.37568,0.35472,0.26392,0.09968,0.19344,0.20672,0.39184,0.49488,0.08352,0.108,0.19736,0.3204
712,0.3852,0.35616,0.2692,0.09936,0.19464,0.20872,0.44568,0.71096,0.08376,0.10768,0.19744,0.32048
713,0.38424,0.35608,0.122,0.09928,0.19512,0.20664,0.26576,0.29216,0.08216,0.10728,0.19736,0.32048
714,0.38424,0.356,0.122,0.26,0.19288,0.20656,0.5384,0.11784,0.082,0.10736,0.19744,0.32056
715,0.38432,0.35616,0.122,0.26,0.19288,0.2064,0.54168,0.21112,0.082,0.10688,0.1968,0.31992
716,0.38432,0.35616,0.28504,0.26016,0.204,0.20816,0.20704,0.42896,0.08352,0.10672,0.19488,0.32
717,0.3864,0.35704,0.26512,0.23496,0.19736,0.2032,0.44176,0.61184,0.07824,0.10536,0.198,0.32
