sensor,x,y
821,278.4909057617,-88.6437759399
822,277.5255432129,-88.4207916260
823,276.5500793457,-88.2192687988
824,275.5657653809,-88.0392990112
825,274.5737609863,-87.8810195923
826,273.5753173828,-87.7445449829
827,272.5715637207,-87.6299743652
828,271.5636901855,-87.5374374390
829,270.5529174805,-87.4670410156
830,269.5404052734,-87.4189071655
831,268.5274047852,-87.3931427002
832,267.5150451660,-87.3898696899
833,266.5045471191,-87.4092025757
834,265.4971008301,-87.4512557983
835,264.4938659668,-87.5161437988
836,263.4961242676,-87.6039733887
837,262.5049438477,-87.7148818970
838,261.5212402344,-87.8488082886
839,260.5449829102,-88.0053100586
840,259.5759582520,-88.1839141846
841,258.6140747070,-88.3841171265
842,257.6591491699,-88.6054229736
843,256.7110290527,-88.8473358154
844,255.7695465088,-89.1093750000
845,254.8345489502,-89.3910369873
846,253.9058685303,-89.6918411255
847,252.9833831787,-90.0112762451
848,252.0669250488,-90.3488616943
849,251.1563110352,-90.7041015625
850,250.2514038086,-91.0764999390
851,249.3520660400,-91.4655761719
852,248.4580993652,-91.8708267212
853,247.5693817139,-92.2917633057
854,246.6857452393,-92.7278747559
855,245.8070373535,-93.1786880493
856,244.9331054688,-93.6437149048
857,244.0637817383,-94.1224441528
858,243.1989135742,-94.6143951416
859,242.3383483887,-95.1190643311
860,241.4819335938,-95.6359634399
861,240.6295013428,-96.1646118164
862,239.7809143066,-96.7044982910
863,238.9359893799,-97.2551345825
864,238.0945892334,-97.8160324097
865,237.2565612793,-98.3866958618
866,236.4217224121,-98.9666290283
867,235.5899505615,-99.5553359985
868,234.7610778809,-100.1523437500
869,233.9349365234,-100.7571334839
870,233.1113891602,-101.3692245483
871,232.2902679443,-101.9881286621
872,231.4714202881,-102.6133346558
873,230.6546783447,-103.2443695068
874,229.8398895264,-103.8807296753
875,229.0269165039,-104.5219268799
876,228.2155914307,-105.1674575806
877,227.4057464600,-105.8168411255
878,226.5972442627,-106.4695816040
879,225.7899169922,-107.1251754761
880,224.9835968018,-107.7831420898
881,224.1781616211,-108.4429779053
882,223.3734436035,-109.1042098999
883,222.5692596436,-109.7663269043
884,221.7654724121,-110.4288406372
885,220.9619293213,-111.0912551880
886,220.1584777832,-111.7530670166
887,219.3549499512,-112.4138107300
888,218.5511932373,-113.0729751587
889,217.7470397949,-113.7300720215
890,216.9423675537,-114.3846054077
891,216.1369781494,-115.0360794067
892,215.3307495117,-115.6840057373
893,214.5234985352,-116.3278884888
894,213.7150878906,-116.9672393799
895,212.9053497314,-117.6015625000
896,212.0941314697,-118.2303543091
897,211.2812652588,-118.8531341553
898,210.4666137695,-119.4694061279
899,209.6499938965,-120.0786819458
900,208.8312988281,-120.6804504395
901,208.0103149414,-121.2742462158
902,207.1869049072,-121.8595504761
903,206.3609313965,-122.4358825684
904,205.5322265625,-123.0027389526
905,204.7006072998,-123.5596466064
906,203.8660430908,-124.1063690186
907,203.0285491943,-124.6432189941
908,202.1882019043,-125.1705551147
909,201.3450927734,-125.6887435913
910,200.4992980957,-126.1981582642
911,199.6508636475,-126.6991577148
912,198.7998809814,-127.1920928955
913,197.9464111328,-127.6773529053
914,197.0905456543,-128.1552886963
915,196.2323455811,-128.6262664795
916,195.3718872070,-129.0906677246
917,194.5092468262,-129.5488281250
918,193.6444854736,-130.0011291504
919,192.7776947021,-130.4479217529
920,191.9089202881,-130.8896026611
921,191.0382690430,-131.3265075684
922,190.1658020020,-131.7590179443
923,189.2915649414,-132.1874847412
924,188.4156799316,-132.6122741699
925,187.5381774902,-133.0337677002
926,186.6591491699,-133.4523162842
927,185.7786865234,-133.8682708740
928,184.8968048096,-134.2820434570
929,184.0136566162,-134.6939392090
930,183.1292572021,-135.1043701172
931,182.2436981201,-135.5136718750
932,181.3570404053,-135.9222412109
933,180.4693756104,-136.3304138184
934,179.5807647705,-136.7385406494
935,178.6912994385,-137.1470336914
936,177.8010253906,-137.5562286377
937,176.9100494385,-137.9665069580
938,176.0184020996,-138.3782043457
939,175.1261901855,-138.7917175293
940,174.2334747314,-139.2073822021
941,173.3403320312,-139.6255798340
942,172.4468231201,-140.0466766357
943,171.5530395508,-140.4710235596
944,170.6590270996,-140.8990020752
945,169.7648925781,-141.3309631348
946,168.8706970215,-141.7672882080
947,167.9764862061,-142.2083282471
948,167.0823669434,-142.6544342041
949,166.1884002686,-143.1059722900
950,165.2946624756,-143.5633392334
951,164.4011993408,-144.0268859863
952,163.5081329346,-144.4969482422
953,162.6154785156,-144.9739227295
954,161.7233734131,-145.4581604004
955,160.8318176270,-145.9500274658
956,159.9409332275,-146.4498901367
957,159.0507965088,-146.9581146240
958,158.1614532471,-147.4750671387
959,157.2729797363,-148.0010833740
960,156.3854370117,-148.5365753174
961,155.4989318848,-149.0818786621
962,154.6135253906,-149.6373901367
963,153.7292633057,-150.2034149170
964,152.8462524414,-150.7803497314
965,151.9645233154,-151.3685913086
966,151.0841979980,-151.9684600830
967,150.2052917480,-152.5803375244
968,149.3279266357,-153.2045745850
969,148.4521484375,-153.8415679932
970,147.5780487061,-154.4916534424
971,146.7056732178,-155.1551513672
972,145.8349609375,-155.8310241699
973,144.9657287598,-156.5169525146
974,144.0978240967,-157.2104797363
975,143.2310333252,-157.9091949463
976,142.3651885986,-158.6107025146
977,141.5001068115,-159.3125610352
978,140.6356048584,-160.0123901367
979,139.7714996338,-160.7077484131
980,138.9076080322,-161.3962402344
981,138.0437622070,-162.0754241943
982,137.1797790527,-162.7429046631
983,136.3154602051,-163.3962402344
984,135.4506378174,-164.0330352783
985,134.5851440430,-164.6508636475
986,133.7188110352,-165.2473297119
987,132.8514404297,-165.8199615479
988,131.9828643799,-166.3663940430
989,131.1129455566,-166.8841857910
990,130.2414703369,-167.3709259033
991,129.3682708740,-167.8241882324
992,128.4932403564,-168.2415771484
993,127.6161804199,-168.6206665039
994,126.7369308472,-168.9590759277
995,125.8553466797,-169.2543945312
996,124.9712600708,-169.5042114258
997,124.0845108032,-169.7061462402
998,123.1949539185,-169.8577880859
999,122.3023910522,-169.9567871094
1000,121.4066696167,-170.0007476807
1001,120.5075836182,-169.9873046875
1002,119.6049499512,-169.9140930176
1003,118.6989135742,-169.7802581787
1004,117.7903823853,-169.5874176025
1005,116.8803863525,-169.3373565674
1006,115.9699401855,-169.0319061279
1007,115.0600891113,-168.6728363037
1008,114.1518554688,-168.2619934082
1009,113.2462768555,-167.8011474609
1010,112.3443756104,-167.2921295166
1011,111.4472045898,-166.7367553711
1012,110.5558013916,-166.1367950439
1013,109.6712036133,-165.4941101074
1014,108.7944564819,-164.8104705811
1015,107.9265975952,-164.0877075195
1016,107.0686721802,-163.3276214600
1017,106.2217254639,-162.5320434570
1018,105.3867874146,-161.7027587891
1019,104.5649185181,-160.8416137695
1020,103.7571487427,-159.9503936768
1021,102.9645233154,-159.0309295654
1022,102.1880798340,-158.0850372314
1023,101.4288711548,-157.1145172119
1024,100.6879348755,-156.1212005615
1025,99.9663009644,-155.1069030762
1026,99.2650375366,-154.0734252930
1027,98.5851593018,-153.0226135254
1028,97.9277267456,-151.9562377930
1029,97.2937622070,-150.8761749268
1030,96.6843261719,-149.7841796875
1031,96.1004486084,-148.6820983887
1032,95.5431671143,-147.5717620850
1033,95.0135269165,-146.4549560547
1034,94.5125579834,-145.3335113525
1035,94.0413208008,-144.2092590332
1036,93.6008300781,-143.0839843750
1037,93.1921310425,-141.9595184326
1038,92.8162689209,-140.8377075195
1039,92.4742736816,-139.7203216553
1040,92.1671829224,-138.6092071533
1041,91.8960342407,-137.5061492920
1042,91.6618423462,-136.4130096436
1043,91.4656677246,-135.3315582275
1044,91.3085403442,-134.2636108398
1045,91.1914901733,-133.2109832764
1046,91.1155624390,-132.1755218506
1047,91.0817871094,-131.1589660645
1048,91.0911941528,-130.1631774902
1049,91.1448211670,-129.1899108887
1050,91.2436981201,-128.2409973145
1051,91.3888473511,-127.3182144165
1052,91.5813140869,-126.4233474731
1053,91.8221206665,-125.5581665039
1054,92.1123199463,-124.7244491577
1055,92.4529495239,-123.9239578247
1056,92.8450546265,-123.1583786011
1057,93.2885589600,-122.4279861450
1058,93.7816925049,-121.7313766479
1059,94.3225250244,-121.0670776367
1060,94.9091110229,-120.4336700439
1061,95.5395278931,-119.8297042847
1062,96.2117919922,-119.2537689209
1063,96.9239196777,-118.7044448853
1064,97.6739425659,-118.1803283691
1065,98.4598464966,-117.6799697876
1066,99.2796401978,-117.2019729614
1067,100.1313018799,-116.7449035645
1068,101.0128250122,-116.3073272705
1069,101.9222030640,-115.8878097534
1070,102.8574142456,-115.4849090576
1071,103.8164443970,-115.0971832275
1072,104.7972717285,-114.7231750488
1073,105.7979049683,-114.3614578247
1074,106.8162994385,-114.0105667114
1075,107.8504791260,-113.6690521240
1076,108.8984069824,-113.3354568481
1077,109.9580764771,-113.0083312988
1078,111.0274887085,-112.6862182617
1079,112.1046371460,-112.3676605225
1080,113.1874923706,-112.0512008667
1081,114.2740783691,-111.7353820801
1082,115.3623657227,-111.4187469482
1083,116.4503631592,-111.0998306274
1084,117.5360488892,-110.7771911621
1085,118.6174316406,-110.4493560791
1086,119.6924972534,-110.1148834229
1087,120.7592620850,-109.7723007202
1088,121.8157043457,-109.4201583862
1089,122.8600082397,-109.0571365356
1090,123.8918380737,-108.6831207275
1091,124.9115524292,-108.2986068726
1092,125.9195327759,-107.9040908813
1093,126.9161529541,-107.5000686646
1094,127.9017791748,-107.0870513916
1095,128.8768005371,-106.6655273438
1096,129.8415679932,-106.2359924316
1097,130.7964630127,-105.7989349365
1098,131.7418518066,-105.3548507690
1099,132.6781158447,-104.9042282104
1100,133.6056060791,-104.4475631714
1101,134.5247039795,-103.9853363037
1102,135.4357604980,-103.5180587769
1103,136.3391723633,-103.0462188721
1104,137.2352905273,-102.5702972412
1105,138.1244659424,-102.0907974243
1106,139.0070800781,-101.6082153320
1107,139.8835144043,-101.1230316162
1108,140.7541198730,-100.6357574463
1109,141.6192321777,-100.1468658447
1110,142.4792938232,-99.6568679810
1111,143.3345947266,-99.1662445068
1112,144.1855468750,-98.6755065918
1113,145.0324859619,-98.1851348877
1114,145.8757781982,-97.6956329346
1115,146.7158203125,-97.2074813843
1116,147.5529479980,-96.7211837769
1117,148.3875274658,-96.2372436523
1118,149.2199249268,-95.7561492920
1119,150.0505218506,-95.2783889771
1120,150.8796539307,-94.8044586182
1121,151.7077178955,-94.3348693848
1122,152.5350494385,-93.8700942993
1123,153.3620147705,-93.4106521606
1124,154.1889953613,-92.9570159912
1125,155.0163421631,-92.5096893311
1126,155.8444061279,-92.0691680908
1127,156.6735839844,-91.6359558105
1128,157.5042114258,-91.2105331421
1129,158.3366699219,-90.7934036255
1130,159.1713714600,-90.3847808838
1131,160.0088195801,-89.9845809937
1132,160.8495178223,-89.5926284790
1133,161.6939697266,-89.2087783813
1134,162.5427093506,-88.8328781128
1135,163.3962097168,-88.4647827148
1136,164.2550048828,-88.1043319702
1137,165.1195831299,-87.7513809204
1138,165.9904632568,-87.4057693481
1139,166.8681640625,-87.0673599243
1140,167.7531738281,-86.7359924316
1141,168.6460113525,-86.4115142822
1142,169.5471954346,-86.0937728882
1143,170.4572296143,-85.7826232910
1144,171.3766174316,-85.4779052734
1145,172.3058776855,-85.1794815063
1146,173.2454986572,-84.8871841431
1147,174.1960296631,-84.6008682251
1148,175.1579284668,-84.3203964233
1149,176.1317749023,-84.0456085205
1150,177.1180114746,-83.7763748169
1151,178.1172027588,-83.5125350952
1152,179.1298370361,-83.2539520264
1153,180.1564331055,-83.0004882812
1154,181.1974792480,-82.7519836426
1155,182.2535095215,-82.5082931519
1156,183.3250274658,-82.2692794800
1157,184.4125366211,-82.0347900391
1158,185.5165557861,-81.8046951294
1159,186.6376037598,-81.5788269043
1160,187.7761840820,-81.3570556641
1161,188.9327850342,-81.1392211914
1162,190.1072845459,-80.9251022339
1163,191.2985076904,-80.7142715454
1164,192.5052642822,-80.5063171387
1165,193.7262573242,-80.3008270264
1166,194.9602661133,-80.0973739624
1167,196.2060241699,-79.8955383301
1168,197.4623107910,-79.6949157715
1169,198.7278442383,-79.4950790405
1170,200.0014038086,-79.2956085205
1171,201.2817535400,-79.0960845947
1172,202.5676116943,-78.8960952759
1173,203.8577575684,-78.6952209473
1174,205.1509552002,-78.4930267334
1175,206.4459075928,-78.2891235352
1176,207.7414398193,-78.0830688477
1177,209.0362548828,-77.8744583130
1178,210.3291015625,-77.6628646851
1179,211.6187744141,-77.4478759766
1180,212.9039764404,-77.2290649414
1181,214.1835021973,-77.0060272217
1182,215.4561004639,-76.7783355713
1183,216.7205200195,-76.5455703735
1184,217.9754791260,-76.3073196411
1185,219.2197723389,-76.0631561279
1186,220.4521484375,-75.8126678467
1187,221.6713562012,-75.5554428101
1188,222.8761596680,-75.2910537720
1189,224.0652770996,-75.0190811157
1190,225.2375030518,-74.7391204834
1191,226.3915557861,-74.4507369995
1192,227.5262145996,-74.1535186768
1193,228.6402130127,-73.8470458984
1194,229.7323303223,-73.5309143066
1195,230.8013000488,-73.2046966553
1196,231.8458862305,-72.8679733276
1197,232.8648376465,-72.5203399658
1198,233.8569183350,-72.1613540649
1199,234.8208770752,-71.7906265259
1200,235.7554473877,-71.4077148438
1201,236.6593933105,-71.0122146606
1202,237.5314941406,-70.6037063599
1203,238.3704833984,-70.1817626953
1204,239.1751251221,-69.7459640503
1205,239.9441528320,-69.2959060669
1206,240.6763305664,-68.8311614990
1207,241.3704376221,-68.3513259888
1208,242.0252227783,-67.8559570312
1209,242.6394348145,-67.3446655273
1210,243.2118225098,-66.8170166016
1211,243.7411956787,-66.2725982666
1212,244.2262878418,-65.7109909058
1213,244.6658630371,-65.1317672729
1214,245.0587158203,-64.5345077515
1215,245.4036102295,-63.9187583923
1216,245.6992950439,-63.2841072083
1217,245.9445800781,-62.6301002502
1218,246.1381835938,-61.9562873840
1219,246.2788848877,-61.2622261047
1220,246.3654479980,-60.5474662781
1221,246.3965911865,-59.8115615845
1222,246.3710784912,-59.0540695190
1223,246.2876281738,-58.2745628357
1224,246.1465759277,-57.4731636047
1225,245.9512786865,-56.6512298584
1226,245.7055053711,-55.8102874756
1227,245.4130401611,-54.9518585205
1228,245.0776214600,-54.0774497986
1229,244.7030487061,-53.1885833740
1230,244.2930908203,-52.2867774963
1231,243.8515472412,-51.3735351562
1232,243.3821868896,-50.4503669739
1233,242.8887786865,-49.5187835693
1234,242.3751068115,-48.5802917480
1235,241.8449707031,-47.6363945007
1236,241.3021392822,-46.6885986328
1237,240.7503662109,-45.7384071350
1238,240.1934814453,-44.7873268127
1239,239.6352233887,-43.8368568420
1240,239.0793914795,-42.8885078430
1241,238.5297546387,-41.9437637329
1242,237.9884796143,-41.0036544800
1243,237.4551544189,-40.0683403015
1244,236.9290466309,-39.1379165649
1245,236.4094390869,-38.2124671936
1246,235.8956146240,-37.2920875549
1247,235.3868408203,-36.3768577576
1248,234.8824157715,-35.4668655396
1249,234.3816070557,-34.5622100830
1250,233.8837127686,-33.6629714966
1251,233.3880157471,-32.7692413330
1252,232.8937988281,-31.8811054230
1253,232.4003295898,-30.9986572266
1254,231.9069213867,-30.1219768524
1255,231.4128265381,-29.2511577606
1256,230.9173583984,-28.3862895966
1257,230.4197692871,-27.5274543762
1258,229.9193725586,-26.6747455597
1259,229.4154205322,-25.8282508850
1260,228.9072265625,-24.9880580902
1261,228.3940734863,-24.1542549133
1262,227.8752136230,-23.3269290924
1263,227.3499603271,-22.5061740875
1264,226.8175964355,-21.6920738220
1265,226.2774047852,-20.8847198486
1266,225.7286529541,-20.0841999054
1267,225.1706390381,-19.2906017303
1268,224.6026306152,-18.5040168762
1269,224.0239410400,-17.7245330811
1270,223.4338378906,-16.9522380829
1271,222.8316040039,-16.1872234344
1272,222.2165222168,-15.4295768738
1273,221.5878906250,-14.6793889999
1274,220.9449768066,-13.9367475510
1275,220.2870635986,-13.2017421722
1276,219.6134490967,-12.4744625092
1277,218.9234008789,-11.7549991608
1278,218.2162322998,-11.0434389114
1279,217.4912872314,-10.3398551941
1280,216.7487335205,-9.6440992355
1281,215.9892425537,-8.9558916092
1282,215.2134857178,-8.2749462128
1283,214.4221649170,-7.6009812355
1284,213.6159210205,-6.9337105751
1285,212.7954406738,-6.2728509903
1286,211.9613800049,-5.6181173325
1287,211.1144409180,-4.9692263603
1288,210.2552947998,-4.3258934021
1289,209.3845977783,-3.6878340244
1290,208.5030364990,-3.0547635555
1291,207.6112823486,-2.4263985157
1292,206.7100067139,-1.8024541140
1293,205.7998962402,-1.1826459169
1294,204.8816070557,-0.5666896105
1295,203.9557952881,0.0456989892
1296,203.0231933594,0.6548042893
1297,202.0844116211,1.2609106302
1298,201.1401824951,1.8643023968
1299,200.1911315918,2.4652640820
1300,199.2379455566,3.0640797615
1301,198.2813110352,3.6610338688
1302,197.3218841553,4.2564105988
1303,196.3603668213,4.8504948616
1304,195.3973846436,5.4435691833
1305,194.4336700439,6.0359177589
1306,193.4698486328,6.6278243065
1307,192.5066223145,7.2195720673
1308,191.5446319580,7.8114447594
1309,190.5845794678,8.4037265778
1310,189.6271514893,8.9966993332
1311,188.6729736328,9.5906486511
1312,187.7227478027,10.1858577728
1313,186.7771453857,10.7826108932
1314,185.8368377686,11.3811912537
1315,184.9024810791,11.9818820953
1316,183.9747772217,12.5849685669
1317,183.0543823242,13.1907339096
1318,182.1419677734,13.7994623184
1319,181.2382049561,14.4114379883
1320,180.3437805176,15.0269460678
1321,179.4593353271,15.6462697983
1322,178.5855865479,16.2696933746
1323,177.7231750488,16.8975028992
1324,176.8727874756,17.5299835205
1325,176.0350799561,18.1674156189
1326,175.2107238770,18.8100910187
1327,174.4003906250,19.4582901001
1328,173.6047821045,20.1123008728
1329,172.8245391846,20.7724094391
1330,172.0603485107,21.4388999939
1331,171.3128662109,22.1120605469
1332,170.5827789307,22.7921772003
1333,169.8707275391,23.4795379639
1334,169.1774291992,24.1744289398
1335,168.5035247803,24.8771400452
1336,167.8496856689,25.5879573822
1337,167.2165985107,26.3071727753
1338,166.6049346924,27.0350742340
1339,166.0153350830,27.7719516754
1340,165.4485168457,28.5180931091
1341,164.9051208496,29.2737922668
1342,164.3858184814,30.0393390656
1343,163.8912963867,30.8150234222
1344,163.4222259521,31.6011390686
1345,162.9792938232,32.3979797363
1346,162.5631561279,33.2058334351
1347,162.1744842529,34.0249900818
1348,161.8139801025,34.8557472229
1349,161.4823150635,35.6983909607
1350,161.1801452637,36.5532112122
1351,160.9081726074,37.4204978943
1352,160.6670684814,38.3005447388
1353,160.4575042725,39.1936378479
1354,160.2801818848,40.1000595093
1355,160.1357727051,41.0200920105
1356,160.0249633789,41.9540290833
1357,159.9484405518,42.9021453857
1358,159.9068756104,43.8647270203
1359,159.8992156982,44.8415794373
1360,159.9122924805,45.8310050964
1361,159.9277038574,46.8313217163
1362,159.9271240234,47.8408584595
1363,159.8922271729,48.8579406738
1364,159.8083038330,49.8817024231
1365,159.6734924316,50.9121017456
1366,159.4888000488,51.9488372803
1367,159.2553253174,52.9915885925
1368,158.9741210938,54.0400466919
1369,158.6462097168,55.0938911438
1370,158.2726745605,56.1528091431
1371,157.8545989990,57.2164764404
1372,157.3929748535,58.2845726013
1373,156.8889007568,59.3567695618
1374,156.3434143066,60.4327392578
1375,155.7575836182,61.5121688843
1376,155.1324615479,62.5947151184
1377,154.4691162109,63.6800651550
1378,153.7685852051,64.7678833008
1379,153.0319519043,65.8578414917
1380,152.2602539062,66.9496154785
1381,151.4545593262,68.0428695679
1382,150.6159515381,69.1372833252
1383,149.7454681396,70.2325210571
1384,148.8441772461,71.3282623291
1385,147.9131164551,72.4241714478
1386,146.9533996582,73.5199279785
1387,145.9660491943,74.6151885986
1388,144.9521179199,75.7096405029
1389,143.9127197266,76.8029479980
1390,142.8488616943,77.8947906494
1391,141.7616271973,78.9848251343
1392,140.6520996094,80.0727386475
1393,139.5213317871,81.1581878662
1394,138.3703613281,82.2408599854
1395,137.2002868652,83.3204193115
1396,136.0121307373,84.3965377808
1397,134.8069915771,85.4688949585
1398,133.5859069824,86.5371551514
1399,132.3499755859,87.6009902954
1400,131.1002349854,88.6600723267
1401,129.8377532959,89.7140731812
1402,128.5635833740,90.7626800537
1403,127.2788085938,91.8055419922
1404,125.9844741821,92.8423461914
1405,124.6816558838,93.8727645874
1406,123.3714141846,94.8964691162
1407,122.0548019409,95.9131240845
1408,120.7328948975,96.9223937988
1409,119.4067382812,97.9239578247
1410,118.0774002075,98.9174728394
1411,116.7459335327,99.9026107788
1412,115.4133911133,100.8790283203
1413,114.0808486938,101.8463973999
1414,112.7493515015,102.8043746948
1415,111.4199676514,103.7526397705
1416,110.0937423706,104.6908493042
1417,108.7717590332,105.6186752319
1418,107.4550628662,106.5357666016
1419,106.1447143555,107.4418106079
1420,104.8417739868,108.3364639282
1421,103.5473022461,109.2193908691
1422,102.2623596191,110.0902481079
1423,100.9879989624,110.9487152100
1424,99.7252883911,111.7944488525
1425,98.4752883911,112.6271209717
1426,97.2390594482,113.4463958740
1427,96.0176620483,114.2519378662
1428,94.8121490479,115.0434036255
1429,93.6235885620,115.8204727173
1430,92.4530334473,116.5828018188
1431,91.3015441895,117.3300552368
1432,90.1701965332,118.0618972778
1433,89.0600357056,118.7780075073
1434,87.9721145630,119.4780349731
1435,86.9075164795,120.1616516113
1436,85.8672866821,120.8285217285
1437,84.8524932861,121.4783096313
1438,83.8641815186,122.1106872559
1439,82.9034271240,122.7253112793
1440,81.9712905884,123.3218536377
1441,81.0688171387,123.8999633789
1442,80.1970825195,124.4593353271
1443,79.3571472168,124.9996032715
1444,78.5500640869,125.5204620361
1445,77.7768859863,126.0215530396
1446,77.0386962891,126.5025558472
1447,76.3365325928,126.9631347656
1448,75.6714630127,127.4029541016
1449,75.0445480347,127.8216705322
1450,74.4568481445,128.2189636230
1451,73.9094238281,128.5944824219
1452,73.4033203125,128.9479217529
1453,72.9396133423,129.2789306641
1454,72.5193481445,129.5871887207
1455,72.1435775757,129.8723602295
1456,71.8133621216,130.1341400146
1457,71.5297317505,130.3721618652
1458,71.2937469482,130.5861816406
1459,71.1064071655,130.7759094238
1460,70.9687271118,130.9411621094
1461,70.8817214966,131.0820007324
1462,70.8467712402,131.1990051270
1463,70.8669433594,131.2921142578
1464,70.9433593750,131.3569641113
1465,71.0736770630,131.3929595947
1466,71.2590408325,131.4017333984
1467,71.5011596680,131.3834686279
1468,71.8013916016,131.3379669189
1469,72.1609268188,131.2648925781
1470,72.5809097290,131.1639251709
1471,73.0624237061,131.0347290039
1472,73.6065521240,130.8769836426
1473,74.2143783569,130.6903076172
1474,74.8869628906,130.4744262695
1475,75.6253662109,130.2289733887
1476,76.4306793213,129.9536132812
1477,77.3039398193,129.6480102539
1478,78.2461776733,129.3118743896
1479,79.2485427856,128.9502410889
1480,80.2790756226,128.5807189941
1481,81.3024673462,128.2227630615
1482,82.2834320068,127.8957824707
1483,83.1865921021,127.6192398071
1484,83.9764862061,127.4125671387
1485,84.6215209961,127.2928543091
1486,85.1163558960,127.2618026733
1487,85.4654006958,127.3142395020
1488,85.6735916138,127.4420166016
1489,85.7538528442,127.6393356323
1490,85.7147674561,127.9113769531
1491,85.5572891235,128.2551116943
1492,85.2859802246,128.6642456055
1493,84.9066467285,129.1335754395
1494,84.4252853394,129.6584777832
1495,83.8478546143,130.2345581055
1496,83.1802749634,130.8575286865
1497,82.4284820557,131.5231323242
1498,81.5983581543,132.2271270752
1499,80.6958160400,132.9653015137
1500,79.7267379761,133.7334594727
1501,78.6970291138,134.5273742676
1502,77.6125717163,135.3428192139
1503,76.4792556763,136.1756134033
1504,75.3029632568,137.0215606689
1505,74.0895767212,137.8764495850
1506,72.8449935913,138.7360534668
1507,71.5751037598,139.5961761475
1508,70.2857818604,140.4526519775
1509,68.9829254150,141.3012390137
1510,67.6724090576,142.1377563477
1511,66.3601226807,142.9580078125
1512,65.0519561768,143.7577362061
1513,63.7537994385,144.5327911377
1514,62.4715347290,145.2789459229
1515,61.2110633850,145.9919891357
1516,59.9782676697,146.6677093506
1517,58.7790412903,147.3019104004
1518,57.6193046570,147.8903808594
1519,56.5049514771,148.4288787842
1520,55.4419097900,148.9132385254
1521,54.4315910339,149.3410644531
1522,53.4627952576,149.7150726318
1523,52.5221138000,150.0389099121
1524,51.5961074829,150.3162231445
1525,50.6713180542,150.5506439209
1526,49.7342567444,150.7457885742
1527,48.7717399597,150.9051208496
1528,47.7808036804,151.0263061523
1529,46.7711334229,151.0995941162
1530,45.7531967163,151.1147918701
1531,44.7374610901,151.0616912842
1532,43.7343750000,150.9301605225
1533,42.7543601990,150.7100677490
1534,41.8077468872,150.3913116455
1535,40.9029426575,149.9682159424
1536,40.0452766418,149.4467163086
1537,39.2399215698,148.8345489502
1538,38.4920616150,148.1394958496
1539,37.8069038391,147.3694152832
1540,37.1896324158,146.5321197510
1541,36.6454429626,145.6354980469
1542,36.1795196533,144.6873626709
1543,35.7970314026,143.6956481934
1544,35.5030555725,142.6681518555
1545,35.2911911011,141.6152191162
1546,35.1322479248,140.5547943115
1547,34.9941978455,139.5061950684
1548,34.8448715210,138.4886779785
1549,34.6519126892,137.5213623047
1550,34.3827056885,136.6233825684
1551,34.0043258667,135.8140869141
1552,33.4902458191,135.1103820801
1553,32.8484497070,134.5057678223
1554,32.0979194641,133.9830017090
1555,31.2571544647,133.5245666504
1556,30.3443546295,133.1130676270
1557,29.3776149750,132.7312469482
1558,28.3750247955,132.3619537354
1559,27.3547058105,131.9881896973
1560,26.3348045349,131.5929260254
1561,25.3334941864,131.1592407227
1562,24.3689384460,130.6702880859
1563,23.4592647552,130.1092071533
1564,22.6191787720,129.4638519287
1565,21.8530864716,128.7397155762
1566,21.1634883881,127.9463958740
1567,20.5528964996,127.0934982300
1568,20.0238151550,126.1906661987
1569,19.5787563324,125.2475204468
1570,19.2202167511,124.2737350464
1571,18.9506835938,123.2789535522
1572,18.7726421356,122.2728271484
1573,18.6885623932,121.2650299072
1574,18.7008609772,120.2651443481
1575,18.8088092804,119.2795410156
1576,19.0067577362,118.3098678589
1577,19.2886371613,117.3574523926
1578,19.6483592987,116.4236450195
1579,20.0798358917,115.5097808838
1580,20.5769634247,114.6172180176
1581,21.1336307526,113.7473220825
1582,21.7437133789,112.9014434814
1583,22.4010868073,112.0809555054
1584,23.0996208191,111.2871780396
1585,23.8331851959,110.5214843750
1586,24.5956363678,109.7852096558
1587,25.3808460236,109.0796966553
1588,26.1827144623,108.4062652588
1589,26.9970836639,107.7646942139
1590,27.8226394653,107.1525421143
1591,28.6582908630,106.5672302246
1592,29.5029411316,106.0061340332
1593,30.3554954529,105.4666519165
1594,31.2148609161,104.9461822510
1595,32.0799369812,104.4421081543
1596,32.9496307373,103.9518432617
1597,33.8228416443,103.4727630615
1598,34.6984748840,103.0022659302
1599,35.5754318237,102.5377426147
1600,36.4526176453,102.0765838623
1601,37.3289337158,101.6161880493
1602,38.2032814026,101.1539382935
1603,39.0745697021,100.6872329712
1604,39.9416961670,100.2134552002
1605,40.8035659790,99.7300033569
1606,41.6590881348,99.2342605591
1607,42.5072288513,98.7238082886
1608,43.3478279114,98.1982192993
1609,44.1812744141,97.6583786011
1610,45.0079612732,97.1052017212
1611,45.8282928467,96.5396041870
1612,46.6426658630,95.9624786377
1613,47.4514808655,95.3747558594
1614,48.2551345825,94.7773361206
1615,49.0540313721,94.1711273193
1616,49.8485603333,93.5570373535
1617,50.6391220093,92.9359741211
1618,51.4261169434,92.3088531494
1619,52.2099342346,91.6765747070
1620,52.9909782410,91.0400619507
1621,53.7696418762,90.4001998901
1622,54.5463256836,89.7579269409
1623,55.3211936951,89.1137695312
1624,56.0939407349,88.4675216675
1625,56.8641815186,87.8188552856
