sensor,x,y
591,273.7668151855,-275.6210021973
592,274.3476867676,-274.7973327637
593,274.9237670898,-273.9693908691
594,275.4952087402,-273.1373901367
595,276.0621032715,-272.3013916016
596,276.6245117188,-271.4616699219
597,277.1826477051,-270.6183166504
598,277.7365417480,-269.7715454102
599,278.2863159180,-268.9214782715
600,278.8320922852,-268.0682983398
601,279.3739929199,-267.2121582031
602,279.9121398926,-266.3532409668
603,280.4466247559,-265.4916992188
604,280.9775390625,-264.6276550293
605,281.5050659180,-263.7613525391
606,282.0292053223,-262.8928833008
607,282.5501403809,-262.0224304199
608,283.0680236816,-261.1501770020
609,283.5828857422,-260.2763061523
610,284.0948486328,-259.4009094238
611,284.6040649414,-258.5242004395
612,285.1105957031,-257.6463317871
613,285.6145935059,-256.7672729492
614,286.1160583496,-255.8871765137
615,286.6151123047,-255.0060729980
616,287.1118774414,-254.1240234375
617,287.6063842773,-253.2410736084
618,288.0987243652,-252.3572998047
619,288.5889892578,-251.4727478027
620,289.0773010254,-250.5874786377
621,289.5636901855,-249.7015686035
622,290.0483093262,-248.8150482178
623,290.5311279297,-247.9280090332
624,291.0123291016,-247.0404815674
625,291.4920043945,-246.1525421143
626,291.9701538086,-245.2642364502
627,292.4469604492,-244.3756408691
628,292.9223937988,-243.4868011475
629,293.3966674805,-242.5977935791
630,293.8697814941,-241.7086486816
631,294.3418579102,-240.8194427490
632,294.8129577637,-239.9302368164
633,295.2831726074,-239.0411071777
634,295.7526245117,-238.1520843506
635,296.2213745117,-237.2632446289
636,296.6894531250,-236.3746337891
637,297.1570129395,-235.4863128662
638,297.6241149902,-234.5983428955
639,298.0908508301,-233.7108001709
640,298.5573120117,-232.8237304688
641,299.0235900879,-231.9371948242
642,299.4897460938,-231.0512542725
643,299.9558715820,-230.1659545898
644,300.4220581055,-229.2813720703
645,300.8883972168,-228.3975677490
646,301.3549499512,-227.5145874023
647,301.8218078613,-226.6324920654
648,302.2891235352,-225.7513580322
649,302.7568359375,-224.8712158203
650,303.2251892090,-223.9921569824
651,303.6941833496,-223.1142120361
652,304.1639099121,-222.2374572754
653,304.6344299316,-221.3619537354
654,305.1059265137,-220.4877624512
655,305.5783691406,-219.6149139404
656,306.0519409180,-218.7434997559
657,306.5266418457,-217.8735809326
658,307.0026245117,-217.0051879883
659,307.4799194336,-216.1384124756
660,307.9586181641,-215.2732696533
661,308.4388427734,-214.4098815918
662,308.9207153320,-213.5482482910
663,309.4042053223,-212.6884765625
664,309.8894958496,-211.8305816650
665,310.3765869141,-210.9746704102
666,310.8656616211,-210.1207580566
667,311.3567199707,-209.2689361572
668,311.8499145508,-208.4192352295
669,312.3452758789,-207.5717315674
670,312.8429260254,-206.7265014648
671,313.3429260254,-205.8835144043
672,313.8451232910,-205.0426025391
673,314.3494262695,-204.2035369873
674,314.8556823730,-203.3661041260
675,315.3638305664,-202.5300750732
676,315.8736877441,-201.6952056885
677,316.3851928711,-200.8612976074
678,316.8981628418,-200.0281219482
679,317.4125061035,-199.1954498291
680,317.9281311035,-198.3630523682
681,318.4448242188,-197.5307159424
682,318.9625549316,-196.6982269287
683,319.4811401367,-195.8653411865
684,320.0004882812,-195.0318298340
685,320.5205078125,-194.1974945068
686,321.0410156250,-193.3621063232
687,321.5618896484,-192.5254058838
688,322.0830383301,-191.6872100830
689,322.6043701172,-190.8472900391
690,323.1257019043,-190.0054016113
691,323.6469726562,-189.1613464355
692,324.1679687500,-188.3148803711
693,324.6886291504,-187.4657897949
694,325.2088623047,-186.6138305664
695,325.7284545898,-185.7588043213
696,326.2473754883,-184.9004821777
697,326.7654724121,-184.0386199951
698,327.2825927734,-183.1730346680
699,327.7986450195,-182.3034667969
700,328.3135070801,-181.4297027588
701,328.8270263672,-180.5515136719
702,329.3391113281,-179.6686859131
703,329.8496398926,-178.7809906006
704,330.3584594727,-177.8881988525
705,330.8654785156,-176.9901123047
706,331.3705749512,-176.0864715576
707,331.8735961914,-175.1770629883
708,332.3744812012,-174.2616729736
709,332.8730468750,-173.3400726318
710,333.3691711426,-172.4120178223
711,333.8626708984,-171.4773864746
712,334.3520812988,-170.5365142822
713,334.8353271484,-169.5900878906
714,335.3102722168,-168.6387786865
715,335.7748718262,-167.6832885742
716,336.2269897461,-166.7242736816
717,336.6645202637,-165.7624359131
718,337.0853576660,-164.7984619141
719,337.4873962402,-163.8330078125
720,337.8685607910,-162.8667907715
721,338.2267150879,-161.9004669189
722,338.5597839355,-160.9347381592
723,338.8656311035,-159.9702453613
724,339.1421813965,-159.0077209473
725,339.3873596191,-158.0478210449
726,339.5989685059,-157.0912322998
727,339.7750244141,-156.1386260986
728,339.9133300781,-155.1907196045
729,340.0118103027,-154.2481536865
730,340.0683898926,-153.3115997314
731,340.0809936523,-152.3817901611
732,340.0474243164,-151.4593811035
733,339.9665222168,-150.5447845459
734,339.8394775391,-149.6378479004
735,339.6679382324,-148.7382659912
736,339.4535217285,-147.8457489014
737,339.1978759766,-146.9600219727
738,338.9025878906,-146.0807800293
739,338.5693664551,-145.2077484131
740,338.1997680664,-144.3406677246
741,337.7954711914,-143.4792022705
742,337.3580932617,-142.6231079102
743,336.8892822266,-141.7720947266
744,336.3906555176,-140.9258422852
745,335.8638610840,-140.0841217041
746,335.3105468750,-139.2465972900
747,334.7323303223,-138.4130096436
748,334.1307983398,-137.5830841064
749,333.5076904297,-136.7565155029
750,332.8645629883,-135.9330139160
751,332.2030639648,-135.1123352051
752,331.5248413086,-134.2941589355
753,330.8315429688,-133.4781951904
754,330.1247558594,-132.6641845703
755,329.4061889648,-131.8518218994
756,328.6773986816,-131.0408325195
757,327.9400939941,-130.2309417725
758,327.1958312988,-129.4218292236
759,326.4463195801,-128.6132507324
760,325.6931457520,-127.8049011230
761,324.9379577637,-126.9964904785
762,324.1824035645,-126.1877441406
763,323.4281311035,-125.3783645630
764,322.6767272949,-124.5680923462
765,321.9295959473,-123.7566986084
766,321.1869201660,-122.9444580078
767,320.4482727051,-122.1317749023
768,319.7134704590,-121.3190536499
769,318.9821472168,-120.5066680908
770,318.2540588379,-119.6950378418
771,317.5288696289,-118.8845596313
772,316.8062744141,-118.0756301880
773,316.0860595703,-117.2686462402
774,315.3678894043,-116.4640045166
775,314.6514282227,-115.6621170044
776,313.9364013672,-114.8633575439
777,313.2225646973,-114.0681533813
778,312.5095520020,-113.2768859863
779,311.7971496582,-112.4899673462
780,311.0849609375,-111.7077865601
781,310.3727722168,-110.9307403564
782,309.6603088379,-110.1592407227
783,308.9471740723,-109.3936767578
784,308.2331237793,-108.6344451904
785,307.5179138184,-107.8819503784
786,306.8012084961,-107.1365966797
787,306.0827026367,-106.3987731934
788,305.3621215820,-105.6688842773
789,304.6391296387,-104.9473266602
790,303.9135131836,-104.2344970703
791,303.1849365234,-103.5307922363
792,302.4530944824,-102.8366241455
793,301.7176513672,-102.1523742676
794,300.9784240723,-101.4784545898
795,300.2350158691,-100.8152694702
796,299.4872131348,-100.1632003784
797,298.7346496582,-99.5226516724
798,297.9770507812,-98.8940353394
799,297.2141723633,-98.2777328491
800,296.4456787109,-97.6741485596
801,295.6712646484,-97.0836868286
802,294.8906555176,-96.5067443848
803,294.1036071777,-95.9437179565
804,293.3097229004,-95.3950042725
805,292.5087585449,-94.8610153198
806,291.7004089355,-94.3421249390
807,290.8844299316,-93.8387603760
808,290.0604858398,-93.3512954712
809,289.2282714844,-92.8801498413
810,288.3875122070,-92.4257125854
811,287.5379028320,-91.9883880615
812,286.6791687012,-91.5685577393
813,285.8110046387,-91.1666412354
814,284.9331054688,-90.7830276489
815,284.0451965332,-90.4181213379
816,283.1469726562,-90.0723190308
817,282.2381286621,-89.7460098267
818,281.3184204102,-89.4396133423
819,280.3874816895,-89.1535034180
820,279.4450683594,-88.8880920410
